"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Profession"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","70503","D","23427","29093","Not In Post","1.00","Operational Research"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","70503","E1","17835","22124","Administrative Support","1.00","Other"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","70503","OF2","37916","45090","Trainer","4.00","Military"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","70503","OR4","26405","33182","Trainer","1.00","Military"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","70503","OR6-5","30013","36929","Trainer","1.00","Military"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00182746","B1","56436","72185","Other","2.00","Other"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00105516","B1","56436","72185","Other","3.00","Other"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00105517","B1","56436","72185","Other","2.00","Other"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00183178","B1","56436","72185","Other","4.00","Other"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","1058715","B1","56436","72185","Other","1.00","Other"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","1058725","B1","56436","72185","Other","1.00","Other"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","1058158","B1","56436","72185","Other","1.00","Other"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","1058719","B2","47942","59535","Other","1.00","Other"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00182746","B2","47942","59535","Other","5.00","Other"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00105516","B2","47942","59535","Other","10.00","Other"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00105517","B2","47942","59535","Other","5.00","Other"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00183178","B2","47942","59535","Other","6.00","Other"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","1058725","B2","47942","59535","Other","5.00","Other"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","1058158","B2","47942","59535","Other","18.00","Other"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","1058711","C1","35648","44268","Other","1.00","Other"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00182746","C1","35648","44268","Other","23.00","Other"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00105516","C1","35648","44268","Other","37.00","Other"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00105517","C1","35648","44268","Other","33.00","Other"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00183178","C1","35648","44268","Other","29.00","Other"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","1058715","C1","35648","44268","Other","9.00","Other"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","1058725","C1","35648","44268","Other","10.00","Other"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","1058158","C1","35648","44268","Other","92.00","Other"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","1143483","C1","35648","44268","Other","5.00","Other"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00182746","C2","29258","36333","Other","7.00","Other"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00105516","C2","29258","36333","Other","64.00","Other"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00105517","C1","35648","44268","Other","10.00","Other"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00183178","C2","29258","36333","Other","11.00","Other"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","1058725","C2","29258","36333","Other","6.00","Other"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","1058158","C2","29258","36333","Other","230.00","Other"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","1143483","C1","35648","44268","Other","19.00","Other"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00105516","Ctr","66500","66500","Other","7.00","Other"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00105517","Ctr","66500","66500","Other","31.00","Other"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00183178","Ctr","66500","66500","Other","8.00","Other"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00182746","D","23427","29093","Other","7.00","Other"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00105516","D","23427","29093","Other","2.00","Other"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00105517","D","23427","29093","Other","7.00","Other"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00183178","D","23427","29093","Other","2.00","Other"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","1058725","D","23427","29093","Other","3.00","Other"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","1058158","D","23427","29093","Other","265.00","Other"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","1143483","D","23427","29093","Other","38.00","Other"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00182746","E1","17835","22124","Other","1.00","Other"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00105517","E1","17835","22124","Other","1.00","Other"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","1058725","E1","17835","22124","Other","2.00","Other"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","1058158","E1","17835","22124","Other","232.00","Other"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","1143483","E1","17835","22124","Other","55.00","Other"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","1058725","E2","15168","18815","Other","1.00","Other"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","1058158","E2","15168","18815","Other","39.00","Other"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","1143483","E2","15168","18815","Other","25.00","Other"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","1058158","LEC Ind","0","0","Other","27.00","Other"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","1058158","LEC NI","0","0","Other","51.00","Other"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","1058158","OF1","24615","32703","Military","22.00","Military"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","1143483","OF1","24615","32703","Military","7.00","Military"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","1058711","OF2","37916","45090","Military","1.00","Military"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00105516","OF2","37916","45090","Military","1.00","Military"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00105517","OF2","37916","45090","Military","2.00","Military"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","1058725","OF2","37916","45090","Military","4.00","Military"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","1058158","OF2","37916","45090","Military","125.00","Military"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","1143483","OF2","37916","45090","Military","30.00","Military"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","105515","OF3","47760","57200","Military","1.00","Military"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","1058719","OF3","47760","57200","Military","2.00","Military"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00105516","OF3","47760","57200","Military","19.00","Military"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00105517","OF3","47760","57200","Military","32.00","Military"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","1058715","OF3","47760","57200","Military","5.00","Military"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","1058725","OF3","47760","57200","Military","16.00","Military"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","1058158","OF3","47760","57200","Military","89.00","Military"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","1143483","OF3","47760","57200","Military","26.00","Military"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","1058719","OF4","67032","77617","Military","1.00","Military"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00105516","OF4","67032","77617","Military","1.00","Military"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00105517","OF4","67032","77617","Military","8.00","Military"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","1058715","OF4","67032","77617","Military","5.00","Military"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","1058725","OF4","67032","77617","Military","12.00","Military"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","1058158","OF4","67032","77617","Military","16.00","Military"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","1143483","OF4","67032","77617","Military","3.00","Military"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","1058719","OF5","81310","89408","Military","1.00","Military"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00105516","OF5","81310","89408","Military","1.00","Military"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00105517","OF5","81310","89408","Military","4.00","Military"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","1058715","OF5","81310","89408","Military","1.00","Military"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","1058725","OF5","81310","89408","Military","4.00","Military"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","1058158","OF5","81310","89408","Military","13.00","Military"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","1143483","OF5","81310","89408","Military","2.00","Military"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00105517","OR1","17015","28939","Military","1.00","Military"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","1058158","OR1","17015","28939","Military","374.00","Military"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","1143483","OR1","17015","28939","Military","6.00","Military"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00105516","OR2","17015","28939","Military","3.00","Military"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","1058158","OR2","17015","28939","Military","23.00","Military"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00105517","OR3","20582","28939","Military","2.00","Military"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00105517","OR3","20582","28939","Military","1.00","Military"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","1058158","OR3","20582","28939","Military","162.00","Military"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","1143483","OR3","20582","28939","Military","6.00","Military"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","1058711","OR4","26405","33182","Military","1.00","Military"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00105516","OR4","26405","33182","Military","7.00","Military"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00105517","OR4","26405","33182","Military","3.00","Military"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","1058715","OR4","26405","33182","Military","5.00","Military"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","1058158","OR4","26405","33182","Military","553.00","Military"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","1143483","OR4","26405","33182","Military","33.00","Military"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00105516","OR6-5","30013","36929","Military","4.00","Military"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00105517","OR6-5","30013","36929","Military","1.00","Military"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","1058715","OR6-5","30013","36929","Military","1.00","Military"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","1058725","OR6-5","30013","36929","Military","1.00","Military"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","1058158","OR6-5","30013","36929","Military","428.00","Military"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","1143483","OR6-5","30013","36929","Military","105.00","Military"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00105517","OR7 RM/RN","33223","43252","Military","2.00","Military"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00105517","OR7 RM/RN","33223","43252","Military","1.00","Military"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","1058725","OR7 RM/RN","33223","43252","Military","3.00","Military"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","1058158","OR7 RM/RN","33223","43252","Military","302.00","Military"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","1143483","OR7 RM/RN","33223","43252","Military","79.00","Military"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00105516","OR6-5","30013","36929","Military","1.00","Military"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00105517","OR8","36049","43252","Military","1.00","Military"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","1058725","OR8","36049","43252","Military","2.00","Military"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","1058158","OR8","36049","43252","Military","93.00","Military"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","1143483","OR8","36049","43252","Military","25.00","Military"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00105517","OR9","38600","46753","Military","3.00","Military"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","1058725","OR9","38600","46753","Military","2.00","Military"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","1058158","OR9","38600","46753","Military","78.00","Military"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","1143483","OR9","38600","46753","Military","20.00","Military"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00105516","Retired Offr 1","37819","44268","Other","1.00","Other"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","1143483","Retired Offr 2","30136","34936","Other","1.00","Other"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","1058158","SZ1","14644","16482","Other","55.00","Other"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","1143483","SZ1","14644","16482","Other","6.00","Other"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","1058158","SZ2","16002","18010","Other","45.00","Other"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","1143483","SZ2","16002","18010","Other","13.00","Other"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","1058158","SZ3","17486","22150","Other","12.00","Other"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","1143483","SZ3","17486","22150","Other","5.00","Other"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","1058158","SZ3","17486","22150","Other","10.00","Other"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","1143483","SZ4","22150","24930","Other","2.00","Other"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00137261","D","23427","29093","Executive Assistant","1.00","Other"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00137262","B1","56436","72185","Press Officer","1.00","Communications"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00137262","B2","47942","59535","Press Officer","3.00","Communications"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00137262","B2","47942","59535","Press Officer","7.00","Communications"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00137262","C1","35648","44268","Press Officer","3.00","Communications"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00137262","C2","29258","36333","Press Officer","13.00","Communications"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00137262","OF4","67032","77617","Press Officer","3.00","Military"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00137262","OF3","47760","57200","Press Officer","3.00","Military"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00137262","D","23427","29093","Office Manager","1.00","Other"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00137262","E1","17835","22124","Communications Support Officer","2.00","Other"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00137262","E1","17835","22124","Communications Support Officer","3.00","Other"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00137262","E2","15168","18815","Communications Support Officer","1.00","Other"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00137265","B2","47942","59535","Communications Manager","1.00","Communications"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00137265","B2","47942","59535","Communications Manager","1.00","Communications"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00137265","C1","35648","44268","Communications Manager","10.00","Communications"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00137265","C1","35648","44268","Communications Manager","1.00","Communications"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00137265","C2","29258","36333","Communications Manager","6.00","Communications"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00137265","D","23427","29093","Communications Support Officer","3.00","Communications"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00137265","E1","17835","22124","Communications Support Officer","5.00","Other"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00137265","OF2","37916","45090","Communications Manager","1.00","Military"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00137265","OF2","37916","45090","Communications Manager","7.00","Military"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00137265","OF3","47760","57200","Communications Manager","10.00","Military"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00137265","OF3","47760","57200","Communications Manager","8.00","Military"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00137265","OF4","67032","77617","Communications Manager","6.00","Military"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00137265","OF4","67032","77617","Communications Manager","2.00","Military"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00137265","OF5","81310","89408","Communications Manager","4.00","Military"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00137265","OF5","81310","89408","Communications Manager","1.00","Military"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00137265","E2","15168","18815","Office Manager","1.00","Other"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00137265","SZ3","17486","22150","Communications Support Officer","1.00","Other"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00137265","OR2","17015","28939","Communications Support Officer","2.00","Military"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00137265","OR4","26405","33182","Communications Support Officer","11.00","Military"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00137265","OR7 RM/RN","33223","43252","Communications Support Officer","1.00","Military"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00137265","OR7 RM/RN","33223","43252","Communications Support Officer","2.00","Military"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00137265","OR6-5","30013","36929","Communications Support Officer","3.00","Military"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00137265","OR6-5","30013","36929","Communications Support Officer","4.00","Military"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00137265","OR9","38600","46753","Communications Support Officer","2.00","Military"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00137266","B1","56436","72185","Communications Manager","2.00","Communications"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00137266","B2","47942","59535","Communications Manager","2.00","Communications"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00137266","C1","35648","44268","Communications Manager","8.00","Communications"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00137266","C1","35648","44268","Business Manager","1.00","Other"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00137266","C2","29258","36333","Communications Manager","13.00","Communications"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00137266","D","23427","29093","Office Manager","6.00","Communications"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00137266","D","23427","29093","Business Manager","2.00","Other"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00137266","E1","17835","22124","Communications Support Officer","4.00","Other"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00137266","OF4","67032","77617","Communications Manager","1.00","Military"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00107359","B1","56436","72185","Senior Statistician","1.00","Statisticians"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00107359","B1","56436","72185","Senior Statistician","0.80","Statisticians"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00107359","B2","47942","59535","IT Manager","1.00","Information Technology"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00107359","B2","47942","59535","Statistician","1.00","Statisticians"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00107359","B2","47942","59535","Statistician","1.00","Statisticians"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00107359","D","23427","29093","Business Manager","1.00","Other"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00107359","D","23427","29093","Finance Support Officer","1.00","Finance"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00107359","D","23427","29093","IT Support Officer","13.10","Information Technology"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00107359","D","23427","29093","Statistical Support Officer","5.40","Statisticians"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00107359","D","23427","29093","IT Support Officer","1.00","Information Technology"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00107359","D","23427","29093","Statistical Support Officer","1.00","Statisticians"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00107359","C1","35648","44268","Business Manager","0.80","Other"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00107359","C1","35648","44268","IT Manager","2.00","Information Technology"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00107359","C1","35648","44268","IT Manager","1.00","Information Technology"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00107359","C1","35648","44268","Statistical Support Officer","2.00","Statisticians"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00107359","C1","35648","44268","Statistical Support Officer","1.00","Statisticians"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00107359","C2","29258","36333","Business Manager","1.00","Other"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00107359","C2","29258","36333","Finance Officer","1.00","Finance"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00107359","C2","29258","36333","IT Manager","6.60","Information Technology"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00107359","C2","29258","36333","IT Manager","1.00","Information Technology"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00107359","C2","29258","36333","Statistical Support Officer","4.00","Statisticians"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00107359","C2","29258","36333","Business Manager","1.00","Other"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00107359","C2","29258","36333","IT Manager","1.70","Information Technology"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00107359","E1","17835","22124","IT Support Officer","4.00","Information Technology"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00107359","E1","17835","22124","Other","0.60","Other"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00107359","E1","17835","22124","Other","1.00","Other"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00107359","E1","17835","22124","Statistical Support Officer","2.00","Statisticians"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00107359","E1","17835","22124","IT Support Officer","1.00","Information Technology"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00107419","B2","47942","59535","Other","0.50","Other"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00107419","B2","47942","59535","Senior Economist","1.00","Economics"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00107419","B2","47942","59535","Statistician","3.00","Statisticians"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00107419","D","23427","29093","IT Support Officer","1.00","Information Technology"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00107419","D","23427","29093","Other","2.00","Other"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00107419","D","23427","29093","Statistical Support Officer","15.00","Statisticians"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00107419","C1","35648","44268","Business Manager","1.00","Other"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00107419","C1","35648","44268","Statistical Support Officer","8.30","Statisticians"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00107419","C2","29258","36333","IT Manager","4.00","Information Technology"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00107419","C2","29258","36333","Statistical Support Officer","5.00","Statisticians"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00107419","E1","17835","22124","IT Support Officer","1.00","Information Technology"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00107419","E1","17835","22124","Other","2.80","Other"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00107419","E1","17835","22124","Statistical Support Officer","3.00","Statisticians"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00107421","B2","47942","59535","Statistician","3.00","Statisticians"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00107421","B2","47942","59535","Statistician","1.00","Statisticians"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00107421","D","23427","29093","Other","1.30","Other"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00107421","D","23427","29093","Statistical Support Officer","15.80","Statisticians"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00107421","D","23427","29093","Statistical Support Officer","7.00","Statisticians"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00107421","C1","35648","44268","Statistical Support Officer","2.40","Statisticians"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00107421","C1","35648","44268","Statistical Support Officer","4.00","Statisticians"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00107421","C2","29258","36333","Statistical Support Officer","7.80","Statisticians"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00107421","C2","29258","36333","Statistical Support Officer","2.00","Statisticians"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00107421","E1","17835","22124","Statistical Support Officer","5.00","Statisticians"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00107421","E1","17835","22124","Statistical Support Officer","2.00","Statisticians"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00107421","E2","15168","18815","Other","0.60","Other"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00107429","B1","56436","72185","Senior Finance Manager","1.00","Finance"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00107429","B2","47942","59535","Statistician","2.00","Statisticians"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00107429","B2","47942","59535","Senior Economist","4.00","Economics"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00107429","D","23427","29093","Statistical Support Officer","6.00","Statisticians"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00107429","D","23427","29093","Statistical Support Officer","1.00","Statisticians"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00107429","C1","35648","44268","Statistical Support Officer","2.00","Statisticians"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00107429","C1","35648","44268","Economist","3.00","Economics"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00107429","C1","35648","44268","Finance Officer","2.00","Finance"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00107429","C2","29258","36333","Statistical Support Officer","5.00","Statisticians"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00107429","C2","29258","36333","Economist","1.00","Economics"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00107429","E1","17835","22124","Other","1.00","Other"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00106027","B1","56436","72185","Senior Internal Auditor","1.00","Internal Audit"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00106027","B1","56436","72185","Senior Internal Auditor","1.00","Internal Audit"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00106027","B2","47942","59535","Senior Internal Auditor","2.00","Internal Audit"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00106027","B2","47942","59535","Senior Internal Auditor","4.00","Internal Audit"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00106027","C1","35648","44268","Senior Internal Auditor","7.00","Internal Audit"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00106027","C1","35648","44268","Senior Internal Auditor","20.70","Internal Audit"
"Ministry of Defence","Ministry of Defence","Central Top Level Budget","00106027","C1","35648","44268","Programme Manager","0.80","Internal Audit"
