Department ,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Net Total
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/03/2011,Taxis Overseas,Knowledge and Innovation Group - Innovation,"Personal Expense, Name Withheld.",10276607,17.54
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/03/2011,Hotels Overseas,Knowledge and Innovation Group - Innovation,"Personal Expense, Name Withheld.",10276607,98.95
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/03/2011,Hotels Overseas,Knowledge and Innovation Group - Innovation,"Personal Expense, Name Withheld.",10276607,98.95
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/03/2011,Subsistence Payments Overseas,Knowledge and Innovation Group - Innovation,"Personal Expense, Name Withheld.",10276607,58.97
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/03/2011,Other Overseas Travel & Subsistence,Knowledge and Innovation Group - Innovation,"Personal Expense, Name Withheld.",10276607,10.06
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",31/03/2011,Taxis,Knowledge and Innovation Group - Innovation,"Personal Expense, Name Withheld.",10276853,7.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",31/03/2011,Hotels Overseas,Knowledge and Innovation Group - Innovation,"Personal Expense, Name Withheld.",10276853,198.26
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",31/03/2011,Subsistence Payments Overseas,Knowledge and Innovation Group - Innovation,"Personal Expense, Name Withheld.",10276853,43.46
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",31/03/2011,Other Overseas Travel & Subsistence,Knowledge and Innovation Group - Innovation,"Personal Expense, Name Withheld.",10276853,14.38
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/03/2011,Grant in Aid - Current -Other,Knowledge and Innovation Group - Innovation,THE TECHNOLOGY STRATEGY BOARD,1020193,45000000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/03/2011,Grants - Non Statutory - Current - Other,Knowledge and Innovation Group - Innovation,DESIGN COUNCIL,1022665,49920
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/03/2011,Outsourced Programme Management Services,Knowledge and Innovation Group - Innovation,FUJITSU SERVICES LTD,1020398,7446.4
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",02/03/2011,Outsourced Programme Management Services,Knowledge and Innovation Group - Innovation,FUJITSU SERVICES LTD,1020399,5268.4
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",01/03/2011,Outsourced Programme Management Services,Knowledge and Innovation Group - Innovation,FUJITSU SERVICES LTD,1020400,6773
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/03/2011,Outsourced Programme Management Services,Knowledge and Innovation Group - Innovation,Future Plan Consulting Ltd,1020727,3333.31
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",04/03/2011,Outsourced Programme Management Services,Knowledge and Innovation Group - Innovation,Future Plan Consulting Ltd,1020729,2531.57
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/03/2011,Outsourced Programme Management Services,Knowledge and Innovation Group - Innovation,Future Plan Consulting Ltd,1020970,48.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/03/2011,Outsourced Programme Management Services,Knowledge and Innovation Group - Innovation,Future Plan Consulting Ltd,1020970,1510.1
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/03/2011,Outsourced Programme Management Services,Knowledge and Innovation Group - Innovation,Future Plan Consulting Ltd,1020973,1063.49
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/03/2011,Outsourced Programme Management Services,Knowledge and Innovation Group - Innovation,BUSINESS EVOLUTION ADVANCEMENT & TRAINING LTD,1021011,1230.24
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/03/2011,Outsourced Programme Management Services,Knowledge and Innovation Group - Innovation,MARY-LOUISE CLARK ASSOCIATES LTD,1021408,390
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/03/2011,Outsourced Programme Management Services,Knowledge and Innovation Group - Innovation,REALISE (EUROPE) LTD,1021509,5000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/03/2011,Outsourced Programme Management Services,Knowledge and Innovation Group - Innovation,Future Plan Consulting Ltd,1023173,1151.57
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",30/03/2011,Outsourced Programme Management Services,Knowledge and Innovation Group - Innovation,MARY-LOUISE CLARK ASSOCIATES LTD,1023316,942.32
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",30/03/2011,Outsourced Programme Management Services,Knowledge and Innovation Group - Innovation,MARY-LOUISE CLARK ASSOCIATES LTD,1023316,592.93
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",31/03/2011,Outsourced Programme Management Services,Knowledge and Innovation Group - Innovation,FUJITSU SERVICES LTD,1023606,10028.67
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/03/2011,Coaching,Knowledge and Innovation Group - Innovation,ROFFEY PARK INSTITUTE LTD,1020901,1840
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/03/2011,Catering Supplies,Knowledge and Innovation Group - Innovation,ONE WORLD WATER LTD T/A AQUAID (LONDON CENTRAL),1020971,34.44
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/03/2011,Catering Supplies,Knowledge and Innovation Group - Innovation,ONE WORLD WATER LTD T/A AQUAID (LONDON CENTRAL),1020972,87.82
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/03/2011,Other Accommodation Charges,Knowledge and Innovation Group - Innovation,SIGN SUPPLY LTD,1021534,1740.43
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/03/2011,Other Accommodation Charges,Knowledge and Innovation Group - Innovation,SIGN SUPPLY LTD,1021534,101.37
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/03/2011,Other Accommodation Charges,Knowledge and Innovation Group - Innovation,SIGN SUPPLY LTD,1021536,-101.37
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/03/2011,Other IT Costs,Knowledge and Innovation Group - Innovation,DAISY COMMUNICATIONS LTD,1022256,107.65
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/03/2011,Other Accommodation Charges,Knowledge and Innovation Group - Innovation,SIGN SUPPLY LTD,1022478,90
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",30/03/2011,Stationery,Knowledge and Innovation Group - Innovation,LYRECO UK LTD,1023368,198.91
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",30/03/2011,Taxis,Knowledge and Innovation Group - Innovation,"Personal Expense, Name Withheld.",10276799,15
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",30/03/2011,Taxis Overseas,Knowledge and Innovation Group - Innovation,"Personal Expense, Name Withheld.",10276799,17.24
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",30/03/2011,Subsistence Payments Overseas,Knowledge and Innovation Group - Innovation,"Personal Expense, Name Withheld.",10276799,10.03
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",30/03/2011,Other Overseas Travel & Subsistence,Knowledge and Innovation Group - Innovation,"Personal Expense, Name Withheld.",10276799,17.15
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/03/2011,Staff Transfer/Detached Duty Costs,Knowledge and Innovation Group - Innovation,"Personal Expense, Name Withheld.",10276210,273.33
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/03/2011,Staff Transfer/Detached Duty Costs,Knowledge and Innovation Group - Innovation,"Personal Expense, Name Withheld.",10276737,273.33
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/03/2011,Professional Subscriptions (Programme),Knowledge and Innovation Group - UK Space Agency,OECD,1021167,17052
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/03/2011,Outsourced Technical Support (Programme),Knowledge and Innovation Group - UK Space Agency,CLAIR PASSELLE,1021357,2000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/03/2011,Grants - Current - Other,Knowledge and Innovation Group - UK Space Agency,UNIVERSITY OF LEICESTER,1021402,3386.52
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/03/2011,Outsourced Technical Support (Programme),Knowledge and Innovation Group - UK Space Agency,CLAIR PASSELLE,1021797,2500
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/03/2011,Outsourced Technical Support (Programme),Knowledge and Innovation Group - UK Space Agency,CLAIR PASSELLE,1022081,2000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/03/2011,Conference and Exhibition Services (Programme),Knowledge and Innovation Group - UK Space Agency,PG EVENTS LTD,1022992,8150
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",28/03/2011,Hotels (Programme),Knowledge and Innovation Group - UK Space Agency,ENGINEERING AND TECHNOLOGY BOARD,1023070,1185
