Department Family,Entity,Payment Date,Expense Type,Expense Area,Supplier Name,Transactions Number, Amount (£) 
FCO,FCO,18-Sep-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000312,9.49
FCO,FCO,18-Sep-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000312,577.27
FCO,FCO,18-Sep-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000312,20.15
FCO,FCO,18-Sep-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000312,286.97
FCO,FCO,18-Sep-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000312,6.9
FCO,FCO,18-Sep-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000312,60.32
FCO,FCO,18-Sep-12,Electricity Non-Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000312,"14,802.10"
FCO,FCO,18-Sep-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000312,20.15
FCO,FCO,18-Sep-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000312,33.36
FCO,FCO,18-Sep-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000312,3.76
FCO,FCO,18-Sep-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000312,93.74
FCO,FCO,18-Sep-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000312,18.81
FCO,FCO,18-Sep-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000312,20.15
FCO,FCO,18-Sep-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000312,67.65
FCO,FCO,18-Sep-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000312,6.9
FCO,FCO,18-Sep-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000312,286.97
FCO,FCO,18-Sep-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000312,148.97
FCO,FCO,18-Sep-12,Telephone line and equipment rental charges,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000312,"1,501.42"
FCO,FCO,18-Sep-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000312,16.12
FCO,FCO,18-Sep-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000312,69.74
FCO,FCO,18-Sep-12,Gas Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000312,5.64
FCO,FCO,18-Sep-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000312,31.63
FCO,FCO,18-Sep-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000312,40.25
FCO,FCO,18-Sep-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000312,20.15
FCO,FCO,18-Sep-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000312,220.15
FCO,FCO,18-Sep-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000312,20.15
FCO,FCO,18-Sep-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000312,40.25
FCO,FCO,18-Sep-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000312,19.56
FCO,FCO,18-Sep-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000312,748.65
FCO,FCO,18-Sep-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000312,220.15
FCO,FCO,18-Sep-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000312,20.15
FCO,FCO,18-Sep-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000312,220.15
FCO,FCO,18-Sep-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000312,20.15
FCO,FCO,18-Sep-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000312,220.15
FCO,FCO,18-Sep-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000312,20.15
FCO,FCO,18-Sep-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000312,20.15
FCO,FCO,18-Sep-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000312,220.15
FCO,FCO,18-Sep-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000312,220.15
FCO,FCO,18-Sep-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000312,20.15
FCO,FCO,18-Sep-12,Telephone Call Charges,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000312,"1,501.42"
FCO,FCO,18-Sep-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000312,220.15
FCO,FCO,18-Sep-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000312,20.15
FCO,FCO,18-Sep-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000312,20.15
FCO,FCO,18-Sep-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000312,"3,627.59"
FCO,FCO,18-Sep-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000312,220.15
FCO,FCO,18-Sep-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000312,"12,091.97"
FCO,FCO,18-Sep-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000312,434.34
FCO,FCO,18-Sep-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000312,24.18
FCO,FCO,18-Sep-12,Rental Payments - residential,DG CHANGE & DELIVERY,ISS FACILITY SERVICES LTD FCO OP - POE,9000313,"10,123.63"
FCO,FCO,18-Sep-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000313,121.27
FCO,FCO,18-Sep-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000313,18.19
FCO,FCO,18-Sep-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000313,18.19
FCO,FCO,18-Sep-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000313,"6,260.86"
FCO,FCO,18-Sep-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000313,121.27
FCO,FCO,18-Sep-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000313,18.19
FCO,FCO,18-Sep-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000313,55.21
FCO,FCO,18-Sep-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000313,69.88
FCO,FCO,18-Sep-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000313,18.19
FCO,FCO,18-Sep-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000313,"6,830.03"
FCO,FCO,18-Sep-12,Telephone Call Charges,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000313,203.12
FCO,FCO,18-Sep-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000313,10.51
FCO,FCO,18-Sep-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000313,120.52
FCO,FCO,18-Sep-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000313,10.51
FCO,FCO,18-Sep-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000313,118.1
FCO,FCO,18-Sep-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000313,10.51
FCO,FCO,18-Sep-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000313,118.1
FCO,FCO,18-Sep-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000313,"1,454.54"
FCO,FCO,18-Sep-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000313,"1,264.82"
FCO,FCO,18-Sep-12,Rental Payments - residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000313,"7,588.93"
FCO,FCO,18-Sep-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000313,221.38
FCO,FCO,18-Sep-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000313,43.77
FCO,FCO,18-Sep-12,Water Non-Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000313,43.77
FCO,FCO,18-Sep-12,Electricity Non-Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000313,984.27
FCO,FCO,18-Sep-12,Telephone Call Charges,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000313,340.53
FCO,FCO,18-Sep-12,Electricity Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000313,169.6
FCO,FCO,18-Sep-12,Water Residential,#N/A,ISS FACILITY SERVICES LTD FCO OP - POE,9000313,18.84
FCO,FCO,10-Sep-12,Programme Spend (Oracle Projects Control Account),DG CENTRAL GROUP,ASSOC OF COMMONWEALTH UNIVERSITIES,1054515,"118,536.42"
FCO,FCO,10-Sep-12,Programme Spend (Oracle Projects Control Account),DG CENTRAL GROUP,ASSOC OF COMMONWEALTH UNIVERSITIES,1054515,"23,707.28"
FCO,FCO,12-Sep-12,Programme Spend (Oracle Projects Control Account),DG CENTRAL GROUP,ASSOC OF COMMONWEALTH UNIVERSITIES,1054733,"1,300,000.00"
FCO,FCO,12-Sep-12,Programme Spend (Oracle Projects Control Account),DG EUROPE AND GLOBALISATION,INTERNATIONAL CIVILIAN OFFICE,1003788,"43,442.85"
FCO,FCO,07-Sep-12,Programme Spend (Oracle Projects Control Account),DG POLITICAL,ELECTORAL REFORM INTERNATIONAL SERVICES LTD,1054473,"106,656.00"
FCO,FCO,12-Sep-12,Programme Spend (Oracle Projects Control Account),DG POLITICAL,ELECTORAL REFORM INTERNATIONAL SERVICES LTD,1054748,"36,391.37"
FCO,FCO,27-Sep-12,Programme Spend (Oracle Projects Control Account),DG POLITICAL,ELECTORAL REFORM INTERNATIONAL SERVICES LTD,1055931,"399,916.00"
FCO,FCO,27-Sep-12,Programme Spend (Oracle Projects Control Account),DG POLITICAL,ELECTORAL REFORM INTERNATIONAL SERVICES LTD,1055931,"-399,916.00"
FCO,FCO,27-Sep-12,Programme Spend (Oracle Projects Control Account),DG POLITICAL,ELECTORAL REFORM INTERNATIONAL SERVICES LTD,1055931,"144,483.00"
FCO,FCO,28-Sep-12,IT/IS Consultancy,DG CENTRAL GROUP,KPMG LLP,1056089,"16,447.50"
FCO,FCO,28-Sep-12,IT/IS Consultancy,DG CENTRAL GROUP,KPMG LLP,1056089,"12,240.00"
FCO,FCO,28-Sep-12,UK - Air Travel,DG CENTRAL GROUP,KPMG LLP,1056089,31.5
FCO,FCO,28-Sep-12,IT/IS Consultancy,DG CENTRAL GROUP,KPMG LLP,1056089,"15,300.00"
FCO,FCO,28-Sep-12,Assets Under Construction (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,KPMG LLP,1056089,"11,180.00"
FCO,FCO,28-Sep-12,Assets Under Construction (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,KPMG LLP,1056089,"12,622.50"
FCO,FCO,28-Sep-12,Assets Under Construction (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,KPMG LLP,1056089,"17,200.00"
FCO,FCO,28-Sep-12,Assets Under Construction (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,KPMG LLP,1056089,"18,060.00"
FCO,FCO,28-Sep-12,UK - Air Travel,DG CENTRAL GROUP,KPMG LLP,1056089,6.3
FCO,FCO,28-Sep-12,Assets Under Construction (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,KPMG LLP,1056089,"3,612.00"
FCO,FCO,28-Sep-12,Assets Under Construction (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,KPMG LLP,1056089,"2,236.00"
FCO,FCO,28-Sep-12,Assets Under Construction (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,KPMG LLP,1056089,"2,524.50"
FCO,FCO,28-Sep-12,Assets Under Construction (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,KPMG LLP,1056089,"3,440.00"
FCO,FCO,28-Sep-12,IT/IS Consultancy,DG CENTRAL GROUP,KPMG LLP,1056089,"3,060.00"
FCO,FCO,28-Sep-12,IT/IS Consultancy,DG CENTRAL GROUP,KPMG LLP,1056089,"3,289.50"
FCO,FCO,28-Sep-12,IT/IS Consultancy,DG CENTRAL GROUP,KPMG LLP,1056089,"2,448.00"
FCO,FCO,26-Sep-12,Programme Spend (Oracle Projects Control Account),DG EUROPE AND GLOBALISATION,USAID,1005307,"316,195.54"
FCO,FCO,06-Sep-12,Programme Spend (Oracle Projects Control Account),DG POLITICAL,NNLE - THE CENTRE FOR CULTURAL RELATIONS - CAUCASIAN HOUSE,1000929,"29,131.22"
FCO,FCO,06-Sep-12,Programme Spend (Oracle Projects Control Account),DG POLITICAL,OBSERVATOIRE NATIONAL DE LA JEUNESSE,198918,"28,011.02"
FCO,FCO,21-Sep-12,IT/IS Consultancy,DG CHANGE & DELIVERY,MAZEPOINT LTD,1055544,"26,400.00"
FCO,FCO,21-Sep-12,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,MAZEPOINT LTD,1055544,"5,280.00"
FCO,FCO,11-Sep-12,Assets Under Construction (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,OVERALL DESIGNERS LTD,200002137,"45,804.04"
FCO,FCO,27-Sep-12,Assets Under Construction (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,OVERALL DESIGNERS LTD,200002163,"39,148.75"
FCO,FCO,28-Sep-12,Programme Spend (Oracle Projects Control Account),DG POLITICAL,MULTINATIONAL FORCE AND OBSERVERS,5000412,"250,000.00"
FCO,FCO,12-Sep-12,Programme Spend (Oracle Projects Control Account),DG CENTRAL GROUP,BBC - BRITISH BROADCASTING CORPORATION,1054737,"19,000,000.00"
FCO,FCO,12-Sep-12,Programme Spend (Oracle Projects Control Account),DG CENTRAL GROUP,BBC - BRITISH BROADCASTING CORPORATION,1054737,"1,200,000.00"
FCO,FCO,06-Sep-12,Nursery Childcare Subsidy,DG CHANGE & DELIVERY,BRIGHT HORIZONS FAMILY SOLUTION LTD,1054323,"41,619.66"
FCO,FCO,14-Sep-12,Heavy Baggage,DG CHANGE & DELIVERY,N A MOVING SERVICES LTD,1054976,"33,305.57"
FCO,FCO,14-Sep-12,Heavy Baggage,DG CHANGE & DELIVERY,N A MOVING SERVICES LTD,1054976,"1,480.00"
FCO,FCO,27-Sep-12,Heavy Baggage,DG CHANGE & DELIVERY,N A MOVING SERVICES LTD,1055993,"28,675.52"
FCO,FCO,27-Sep-12,Heavy Baggage,DG CHANGE & DELIVERY,N A MOVING SERVICES LTD,1055993,"42,682.47"
FCO,FCO,27-Sep-12,Heavy Baggage,DG CHANGE & DELIVERY,N A MOVING SERVICES LTD,1055993,"2,368.00"
FCO,FCO,27-Sep-12,Heavy Baggage,DG CHANGE & DELIVERY,N A MOVING SERVICES LTD,1055993,"2,664.00"
FCO,FCO,21-Sep-12,Programme Spend (Oracle Projects Control Account),DG CENTRAL GROUP,BRITISH COUNCIL,1055510,"15,470,000.00"
FCO,FCO,28-Sep-12,Programme Spend (Oracle Projects Control Account),DG EUROPE AND GLOBALISATION,BRITISH COUNCIL,1056054,"50,000.00"
FCO,FCO,07-Sep-12,FCO Healthcare Scheme,DG CHANGE & DELIVERY,HEALIX INTERNATIONAL LTD,1054479,"115,285.86"
FCO,FCO,07-Sep-12,FCO Healthcare Scheme,DG CHANGE & DELIVERY,HEALIX INTERNATIONAL LTD,1054479,"23,057.17"
FCO,FCO,10-Sep-12,Hospital/Specialist Treatment,DG CHANGE & DELIVERY,HEALIX INTERNATIONAL LTD,1054541,"41,435.24"
FCO,FCO,12-Sep-12,Recruitment - Fast Stream,DG CHANGE & DELIVERY,CABINET OFFICE,4002214,"166,250.00"
FCO,FCO,12-Sep-12,Recruitment - Fast Stream,DG CHANGE & DELIVERY,CABINET OFFICE,4002214,"33,250.00"
FCO,FCO,20-Sep-12,FTN Unitary Payment,DG CENTRAL GROUP,CABLE AND WIRELESS WORLDWIDE,1055379,"266,273.51"
FCO,FCO,20-Sep-12,Information Systems Under £3000 (non-capitalised),DG CENTRAL GROUP,CABLE AND WIRELESS WORLDWIDE,1055379,"73,976.00"
FCO,FCO,20-Sep-12,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,CABLE AND WIRELESS WORLDWIDE,1055379,"14,795.20"
FCO,FCO,21-Sep-12,FTN Unitary Payment,DG CENTRAL GROUP,CABLE AND WIRELESS WORLDWIDE,1055513,"62,400.81"
FCO,FCO,21-Sep-12,FTN Unitary Payment,DG CENTRAL GROUP,CABLE AND WIRELESS WORLDWIDE,1055513,"12,480.16"
FCO,FCO,21-Sep-12,FTN Unitary Payment,DG CENTRAL GROUP,CABLE AND WIRELESS WORLDWIDE,1055513,0.01
FCO,FCO,27-Sep-12,Assets Under Construction (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,CABLE AND WIRELESS WORLDWIDE,1055898,"115,073.39"
FCO,FCO,27-Sep-12,FTN Unitary Payment,DG CENTRAL GROUP,CABLE AND WIRELESS WORLDWIDE,1055898,"51,540.89"
FCO,FCO,11-Sep-12,IT/IS Consultancy,DG CENTRAL GROUP,CAPGEMINI  UK PLC,1054591,"115,109.53"
FCO,FCO,11-Sep-12,IT/IS Consultancy,DG CENTRAL GROUP,CAPGEMINI  UK PLC,1054591,"32,990.97"
FCO,FCO,11-Sep-12,IT/IS Consultancy,DG CENTRAL GROUP,CAPGEMINI  UK PLC,1054591,"71,302.38"
FCO,FCO,11-Sep-12,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,CAPGEMINI  UK PLC,1054591,"23,021.91"
FCO,FCO,11-Sep-12,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,CAPGEMINI  UK PLC,1054591,"14,260.48"
FCO,FCO,11-Sep-12,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,CAPGEMINI  UK PLC,1054591,"6,598.19"
FCO,FCO,11-Sep-12,Rental Payments - residential,DG CHANGE & DELIVERY,CROWN ESTATE COMMIS CASH A/C,1054610,"40,500.00"
FCO,FCO,11-Sep-12,Rental Payments - non residential,DG CHANGE & DELIVERY,CROWN ESTATE COMMIS CASH A/C,1054610,"122,500.00"
FCO,FCO,11-Sep-12,Rental Payments - residential,DG CHANGE & DELIVERY,CROWN ESTATE COMMIS CASH A/C,1054610,"8,100.00"
FCO,FCO,11-Sep-12,Rental Payments - non residential,DG CHANGE & DELIVERY,CROWN ESTATE COMMIS CASH A/C,1054610,"24,500.00"
FCO,FCO,11-Sep-12,Rental Payments - residential,DG CHANGE & DELIVERY,CROWN ESTATE COMMIS CASH A/C,1054610,"-40,500.00"
FCO,FCO,11-Sep-12,Rental Payments - residential,DG CHANGE & DELIVERY,CROWN ESTATE COMMIS CASH A/C,1054610,"-8,100.00"
FCO,FCO,11-Sep-12,Rental Payments - residential,DG CHANGE & DELIVERY,CROWN ESTATE COMMIS CASH A/C,1054610,"26,807.00"
FCO,FCO,11-Sep-12,Rental Payments - residential,DG CHANGE & DELIVERY,CROWN ESTATE COMMIS CASH A/C,1054610,"13,693.00"
FCO,FCO,11-Sep-12,Rental Payments - residential,DG CHANGE & DELIVERY,CROWN ESTATE COMMIS CASH A/C,1054610,"5,361.40"
FCO,FCO,20-Sep-12,Dsfa Conference and Subscription Fees,DG CHANGE & DELIVERY,DSFA - DIPLOMATIC SERVICE FAMILIES ASSOCIATION,1055403,"83,875.00"
FCO,FCO,28-Sep-12,Estates Management Services,DG CHANGE & DELIVERY,COLLIERS,1056058,"28,750.00"
FCO,FCO,13-Sep-12,Temporary Staff (Admin and Clerical Only),DG CENTRAL GROUP,FUJITSU SERVICES LIMITED,1054850,"98,158.71"
FCO,FCO,13-Sep-12,Temporary Staff (Admin and Clerical Only),DG CENTRAL GROUP,FUJITSU SERVICES LIMITED,1054850,"51,412.67"
FCO,FCO,13-Sep-12,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,FUJITSU SERVICES LIMITED,1054850,"29,914.27"
FCO,FCO,04-Sep-12,Rental Payments - non residential,DG CHANGE & DELIVERY,PLAZA TOWER LLC,40000010217,"179,170.49"
FCO,FCO,04-Sep-12,Electricity Non-Residential,DG POLITICAL,PLAZA TOWER LLC,40000010217,"4,072.16"
FCO,FCO,04-Sep-12,Water Non-Residential,DG POLITICAL,PLAZA TOWER LLC,40000010217,"18,093.66"
FCO,FCO,04-Sep-12,Miscellaneous Expenditure: inc subscriptions and equipment maintenance,DG POLITICAL,PLAZA TOWER LLC,40000010217,95.58
FCO,FCO,13-Sep-12,Information Systems Under £3000 (non-capitalised),DG CENTRAL GROUP,HEWLETT-PACKARD LTD,1054859,"144,789.00"
FCO,FCO,13-Sep-12,Information Systems Under £3000 (non-capitalised),DG CENTRAL GROUP,HEWLETT-PACKARD LTD,1054859,"45,656.00"
FCO,FCO,13-Sep-12,Information Systems Under £3000 (non-capitalised),DG CENTRAL GROUP,HEWLETT-PACKARD LTD,1054859,"32,058.25"
FCO,FCO,13-Sep-12,Information Systems Under £3000 (non-capitalised),DG CENTRAL GROUP,HEWLETT-PACKARD LTD,1054859,"-32,058.25"
FCO,FCO,13-Sep-12,Information Systems Under £3000 (non-capitalised),DG CENTRAL GROUP,HEWLETT-PACKARD LTD,1054859,"32,058.25"
FCO,FCO,13-Sep-12,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,HEWLETT-PACKARD LTD,1054859,"44,500.65"
FCO,FCO,21-Sep-12,IT/IS Consultancy,DG CENTRAL GROUP,HEWLETT-PACKARD LTD,1055538,"63,873.98"
FCO,FCO,21-Sep-12,IT/IS Consultancy,DG CENTRAL GROUP,HEWLETT-PACKARD LTD,1055538,"66,730.41"
FCO,FCO,21-Sep-12,IT/IS Consultancy,DG CENTRAL GROUP,HEWLETT-PACKARD LTD,1055538,"81,539.25"
FCO,FCO,21-Sep-12,IT/IS Consultancy,DG CENTRAL GROUP,HEWLETT-PACKARD LTD,1055538,"143,577.46"
FCO,FCO,21-Sep-12,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,HEWLETT-PACKARD LTD,1055538,"16,307.85"
FCO,FCO,21-Sep-12,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,HEWLETT-PACKARD LTD,1055538,"12,774.80"
FCO,FCO,21-Sep-12,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,HEWLETT-PACKARD LTD,1055538,"13,346.08"
FCO,FCO,21-Sep-12,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,HEWLETT-PACKARD LTD,1055538,"28,715.49"
FCO,FCO,27-Sep-12,IT/IS Consultancy,DG CENTRAL GROUP,HEWLETT-PACKARD LTD,1055951,"6,940,189.34"
FCO,FCO,27-Sep-12,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,HEWLETT-PACKARD LTD,1055951,"1,388,037.87"
FCO,FCO,27-Sep-12,IT/IS Consultancy,DG CENTRAL GROUP,HEWLETT-PACKARD LTD,1055951,"-6,940,189.34"
FCO,FCO,27-Sep-12,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,HEWLETT-PACKARD LTD,1055951,"-1,388,037.87"
FCO,FCO,27-Sep-12,IT/IS Consultancy,DG CENTRAL GROUP,HEWLETT-PACKARD LTD,1055951,"6,940,189.34"
FCO,FCO,27-Sep-12,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,HEWLETT-PACKARD LTD,1055951,"1,388,037.87"
FCO,FCO,27-Sep-12,IT/IS Consultancy,DG CENTRAL GROUP,HEWLETT-PACKARD LTD,1055951,"-6,940,189.34"
FCO,FCO,27-Sep-12,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,HEWLETT-PACKARD LTD,1055951,"-1,388,037.87"
FCO,FCO,27-Sep-12,IT/IS Consultancy,DG CENTRAL GROUP,HEWLETT-PACKARD LTD,1055951,"175,000.00"
FCO,FCO,27-Sep-12,IT/IS Consultancy,DG CENTRAL GROUP,HEWLETT-PACKARD LTD,1055951,"1,068,460.99"
FCO,FCO,27-Sep-12,IT/IS Consultancy,DG CENTRAL GROUP,HEWLETT-PACKARD LTD,1055951,"143,577.46"
FCO,FCO,27-Sep-12,IT/IS Consultancy,DG CENTRAL GROUP,HEWLETT-PACKARD LTD,1055951,"63,873.98"
FCO,FCO,27-Sep-12,IT/IS Consultancy,DG CENTRAL GROUP,HEWLETT-PACKARD LTD,1055951,"66,730.41"
FCO,FCO,27-Sep-12,IT/IS Consultancy,DG CENTRAL GROUP,HEWLETT-PACKARD LTD,1055951,"81,539.25"
FCO,FCO,27-Sep-12,IT/IS Consultancy,DG CENTRAL GROUP,HEWLETT-PACKARD LTD,1055951,"1,068,460.99"
FCO,FCO,27-Sep-12,IT/IS Consultancy,DG CENTRAL GROUP,HEWLETT-PACKARD LTD,1055951,"143,577.46"
FCO,FCO,27-Sep-12,IT/IS Consultancy,DG CENTRAL GROUP,HEWLETT-PACKARD LTD,1055951,"63,873.98"
FCO,FCO,27-Sep-12,IT/IS Consultancy,DG CENTRAL GROUP,HEWLETT-PACKARD LTD,1055951,"66,730.41"
FCO,FCO,27-Sep-12,IT/IS Consultancy,DG CENTRAL GROUP,HEWLETT-PACKARD LTD,1055951,"81,539.25"
FCO,FCO,27-Sep-12,IT/IS Consultancy,DG CENTRAL GROUP,HEWLETT-PACKARD LTD,1055951,"1,068,460.99"
FCO,FCO,27-Sep-12,IT/IS Consultancy,DG CENTRAL GROUP,HEWLETT-PACKARD LTD,1055951,"143,577.46"
FCO,FCO,27-Sep-12,IT/IS Consultancy,DG CENTRAL GROUP,HEWLETT-PACKARD LTD,1055951,"63,873.98"
FCO,FCO,27-Sep-12,IT/IS Consultancy,DG CENTRAL GROUP,HEWLETT-PACKARD LTD,1055951,"66,730.41"
FCO,FCO,27-Sep-12,IT/IS Consultancy,DG CENTRAL GROUP,HEWLETT-PACKARD LTD,1055951,"81,539.25"
FCO,FCO,27-Sep-12,IT/IS Consultancy,DG CENTRAL GROUP,HEWLETT-PACKARD LTD,1055951,"1,068,460.99"
FCO,FCO,27-Sep-12,IT/IS Consultancy,DG CENTRAL GROUP,HEWLETT-PACKARD LTD,1055951,"143,577.46"
FCO,FCO,27-Sep-12,IT/IS Consultancy,DG CENTRAL GROUP,HEWLETT-PACKARD LTD,1055951,"63,873.98"
FCO,FCO,27-Sep-12,IT/IS Consultancy,DG CENTRAL GROUP,HEWLETT-PACKARD LTD,1055951,"66,730.41"
