Department,Entity,Date,Expense Type,Expense Area,Supplier,Post Code,Transaction Number,Payment Description,Total £
Ministry of Defence,Ministry of Defence,22/02/2012,Purchase of inventory and services ,Navy Command,ALLIANCE HEALTHCARE (DISTRIBUTION) LTD,KT9 1SN,166976,Consumption of medical dental and veterinary inventory,79.87
Ministry of Defence,Ministry of Defence,28/02/2012,Spend on Inventory - General,Navy Command,FORBO FLOORING UK LIMITED,DE5 3NT,906739,Spend on Inventory - General,79.34
Ministry of Defence,Defence Science and Technology Laboratory,17/02/2012,Energy & Utility,Operations,BARCLAYCARD,,G - 9000140259 - 00129922,,76.23
Ministry of Defence,Ministry of Defence,17/02/2012,Administration,Land Forces,XEROX (UK) LIMITED,BN13 1QG,903306,General administration,76
Ministry of Defence,Ministry of Defence,27/02/2012,IT and communication services,Defence Infrastructure Organisation ,CANON (UK) LIMITED,RH2 8BF,906063,Computer equipment costing below the capitalisation threshold,75.08
Ministry of Defence,Ministry of Defence,13/02/2012,Design services and minor equipment purchases,Defence Infrastructure Organisation ,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,900702,Equipment support non-project costs,75
Ministry of Defence,Ministry of Defence,06/02/2012,Estate management,Air Command,AVENANCE PLC,SK11 6ET,897812,Estate + facilities management services - accommodation inventory + service,74.75
Ministry of Defence,Ministry of Defence,09/02/2012,Administration,Defence Equipment & Support,ROYAL MAIL GROUP LIMITED,S49 1HQ,899942,General administration,72.43
Ministry of Defence,Ministry of Defence,07/02/2012,"Transportation of personnel, freight and travel expenses",Navy Command,TAL INTERNATIONAL CONTAINER CORPORATION,RM13 8EU,898725,Freight movement costs,71.3
Ministry of Defence,Ministry of Defence,09/02/2012,Spend on Inventory - General,Navy Command,BUNZL UK LIMITED,KT19 8TY,899536,Spend on Inventory - General,70.87
Ministry of Defence,Ministry of Defence,29/02/2012,"Transportation of personnel, freight and travel expenses",Navy Command,CITYSPRINT (UK) LIMITED,RH1 1SH,907109,Freight movement costs,69.9
Ministry of Defence,Ministry of Defence,09/02/2012,Design services and minor equipment purchases,Air Command,XMA LTD,NG11 7EP,900092,Equipment support non-project costs,69.06
Ministry of Defence,Ministry of Defence,16/02/2012,Purchase of inventory and services ,Command Joint Operations,CORPORATE DOCUMENT SERVICES  LIMITED,LS2 7LY,902330,Cost of other material consumed,68.21
Ministry of Defence,Ministry of Defence,06/02/2012,Payment of utilities,Air Command,CALOR GAS LIMITED,CV34 6RL,897855,Utilities consumed - gas,66.6
Ministry of Defence,Ministry of Defence,24/02/2012,Design services and minor equipment purchases,Defence Equipment & Support,MAN DIESEL & TURBO UK LIMITED,SK7 5BP,905685,Equipment support project costs,66.48
Ministry of Defence,Ministry of Defence,01/02/2012,Purchase of inventory and services ,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,'200000013320,Cost of other material consumed,64.82
Ministry of Defence,Ministry of Defence,13/02/2012,"Transportation of personnel, freight and travel expenses",Defence Equipment & Support,RAIL SETTLEMENT PLAN LIMITED,SG1 2YN,901123,Military short term detached duty,63.2
Ministry of Defence,Ministry of Defence,16/02/2012,"Transportation of personnel, freight and travel expenses",Navy Command,SODEXO LTD,M50 0AL,902701,Military short term detached duty,60.05
Ministry of Defence,Ministry of Defence,28/02/2012,Purchase of inventory and services ,Command Joint Operations,BOC LIMITED,M28 2UT,906640,Consumption of engineering and technical inventory,59.51
Ministry of Defence,Ministry of Defence,03/02/2012,Estate management,Air Command,CANON (UK) LIMITED,RH2 8BF,897281,Estate + facilities management services - accommodation inventory + service,58.38
Ministry of Defence,Ministry of Defence,07/02/2012,Design services and minor equipment purchases,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,'200000013362,Purchase of medical support equipment excluding that supplied from the inventory system,58.16
Ministry of Defence,Ministry of Defence,22/02/2012,Estate management,Defence Equipment & Support,COMPASS CONTRACT SERVICES (U K)LIMITED,B45 9PZ,904375,Estate + facilities management services - accommodation inventory + service,57.57
Ministry of Defence,Ministry of Defence,20/02/2012,Purchase of inventory and services ,Defence Equipment & Support,BOC LIMITED,M28 2UT,903377,Consumption of engineering and technical inventory,55.8
Ministry of Defence,Ministry of Defence,07/02/2012,"Transportation of personnel, freight and travel expenses",Command Joint Operations,TAL INTERNATIONAL CONTAINER CORPORATION,RM13 8EU,898725,Freight movement costs,55.8
Ministry of Defence,Ministry of Defence,03/02/2012,General services and support,Land Forces,CANON (UK) LIMITED,RH2 8BF,897281,Purchase of defence support equipment below capitalisation threshold of £25k.,54.07
Ministry of Defence,Ministry of Defence,10/02/2012,"Transportation of personnel, freight and travel expenses",Land Forces,SODEXO LTD,M50 0AL,900562,Military short term detached duty,53.87
Ministry of Defence,Ministry of Defence,06/02/2012,General services and support,Defence Equipment & Support,CANON (UK) LIMITED,RH2 8BF,897857,Purchase of defence support equipment below capitalisation threshold of £25k.,52.74
Ministry of Defence,Ministry of Defence,21/02/2012,Food and clothing,Air Command,COMPASS CONTRACT SERVICES (U K)LIMITED,B45 9PZ,903978,Cost of clothing and textile services received,52.54
Ministry of Defence,Ministry of Defence,29/02/2012,Administration,Navy Command,PALLETWAYS (U K) LTD,WS13 8NE,907450,General administration,51.11
Ministry of Defence,Ministry of Defence,17/02/2012,Estate management,Land Forces,AVENANCE PLC,SK11 6ET,902828,Estate + facilities management services - accommodation inventory + service,51.08
Ministry of Defence,Ministry of Defence,20/02/2012,Design services and minor equipment purchases,Command Joint Operations,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,903356,Equipment support non-project costs,50.25
Ministry of Defence,Ministry of Defence,15/02/2012,Food and clothing,Command Joint Operations,ITURRI SA,OX16 3TA,3000006613,Cost of purchasing and repairing clothing,49.61
Ministry of Defence,Ministry of Defence,08/02/2012,"Transportation of personnel, freight and travel expenses",Land Forces,SODEXO LTD,M50 0AL,899304,Military short term detached duty,49.36
Ministry of Defence,Ministry of Defence,13/02/2012,Spend on Inventory - General,Air Command,TURNER VIRR & CO. LTD,LS25 2DY,901242,Spend on Inventory - General,49.32
Ministry of Defence,Ministry of Defence,07/02/2012,Medical treatment & stores and welfare services,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,'200000013360,Medical-non hospital treatment,48.89
Ministry of Defence,Ministry of Defence,01/02/2012,"Transportation of personnel, freight and travel expenses",Central TLB,PENTALVER TRANSPORT LTD,SO15 1AW,896532,Freight movement costs,48.36
Ministry of Defence,Ministry of Defence,01/02/2012,"Transportation of personnel, freight and travel expenses",Navy Command,PENTALVER TRANSPORT LTD,SO15 1AW,896532,Freight movement costs,48.36
Ministry of Defence,Ministry of Defence,16/02/2012,Purchase of inventory and services ,Land Forces,NAVY ARMY AND AIR FORCE INSTITUES (THE),DL1 1YN,5000072364,Cost of other material consumed,48.3
Ministry of Defence,Defence Science and Technology Laboratory,17/02/2012,Publications/Subscriptions,Corporate,BARCLAYCARD,,G - 9000140259 - 00129922,,46.85
Ministry of Defence,Ministry of Defence,07/02/2012,Food and clothing,Defence Infrastructure Organisation ,AVENANCE PLC,SK11 6ET,898317,Cost of clothing and textile services received,46.43
Ministry of Defence,Ministry of Defence,07/02/2012,Transport hire charges,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,'200000013362,Transport other hire charge,45.09
Ministry of Defence,Ministry of Defence,03/02/2012,Purchase of inventory and services ,Command Joint Operations,XMA LTD,NG11 7EP,897768,Cost of other material consumed,44.22
Ministry of Defence,Ministry of Defence,16/02/2012,Design services and minor equipment purchases,Air Command,XMA LTD,NG11 7EP,902787,Equipment support non-project costs,43.59
Ministry of Defence,Ministry of Defence,27/02/2012,Purchase of inventory and services ,Defence Infrastructure Organisation ,BOC LIMITED,M28 2UT,906037,Consumption of engineering and technical inventory,43.28
Ministry of Defence,Defence Science and Technology Laboratory,17/02/2012,Communications,Operations,BARCLAYCARD,,G - 9000140259 - 00129922,,42.86
Ministry of Defence,Ministry of Defence,07/02/2012,Building maintenance and accommodation stores,Defence Infrastructure Organisation ,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,'200000013362,Building maintenance accommodation inventory,39.47
Ministry of Defence,Ministry of Defence,06/02/2012,Purchase of inventory and services ,Central TLB,XMA LTD,NG11 7EP,898282,Cost of other material consumed,38.28
Ministry of Defence,Ministry of Defence,22/02/2012,Payment of utilities,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,'200000013460,Utilities consumed - water + sewage,37.93
Ministry of Defence,Ministry of Defence,03/02/2012,IT and communication services,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,'200000013342,IT Services -internal costs,37.36
Ministry of Defence,Ministry of Defence,28/02/2012,Purchase of inventory and services ,Land Forces,BOC LIMITED,M28 2UT,906640,Consumption of medical dental and veterinary inventory,35.74
Ministry of Defence,Ministry of Defence,07/02/2012,IT and communication services,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,'200000013363,IT Services -internal costs,35.13
Ministry of Defence,Ministry of Defence,07/02/2012,Fuel for military use,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,'200000013364,Oil and lubricants consumed excluding those from the inventory system,35.01
Ministry of Defence,Ministry of Defence,07/02/2012,Purchase of inventory and services ,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,'200000013360,Cost of other material consumed,34.75
Ministry of Defence,Ministry of Defence,27/02/2012,Purchase of inventory and services ,Defence Infrastructure Organisation ,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,906028,Cost of other material consumed,34.56
Ministry of Defence,Ministry of Defence,01/02/2012,Fuel for military use,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,'200000013319,Oil and lubricants consumed excluding those from the inventory system,32.68
Ministry of Defence,Ministry of Defence,21/02/2012,Estate management,Land Forces,ARAMARK LTD,LS16 6QY,903889,Estate + facilities management services - accommodation inventory + service,31.85
Ministry of Defence,Ministry of Defence,07/02/2012,Building maintenance and accommodation stores,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,'200000013363,Works - civil estate,31.71
Ministry of Defence,Ministry of Defence,16/02/2012,"Transportation of personnel, freight and travel expenses",Land Forces,NAVY ARMY AND AIR FORCE INSTITUES (THE),DL1 1YN,5000072364,Civilian short term detached duty,31.6
Ministry of Defence,Ministry of Defence,15/02/2012,Fuel for military use,Central TLB,EUROSHELL DEUTSCHLAND GMBH,,5000072305,Oil and lubricants consumed excluding those from the inventory system,31.47
Ministry of Defence,Ministry of Defence,07/02/2012,Payment of utilities,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,'200000013360,Utilities consumed - gas,31.3
Ministry of Defence,Ministry of Defence,07/02/2012,Medical treatment & stores and welfare services,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,'200000013364,Medical health services,31.17
Ministry of Defence,Ministry of Defence,10/02/2012,Purchase of inventory and services ,Land Forces,BOC LIMITED,M28 2UT,900168,Consumption of medical dental and veterinary inventory,30.64
Ministry of Defence,Ministry of Defence,02/02/2012,Medical treatment & stores and welfare services,Air Command,SODEXO LTD,M50 0AL,897058,Social services,30.6
Ministry of Defence,Ministry of Defence,22/02/2012,"Transportation of personnel, freight and travel expenses",Land Forces,NAVY ARMY AND AIR FORCE INSTITUES (THE),DL1 1YN,5000072754,Military short term detached duty,30.55
Ministry of Defence,Ministry of Defence,22/02/2012,IT and communication services,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,'200000013461,Line + telephone rental including commercial charge for use of radio frequencies,30.12
Ministry of Defence,Ministry of Defence,20/02/2012,"Transportation of personnel, freight and travel expenses",Defence Equipment & Support,RAIL SETTLEMENT PLAN LIMITED,SG1 2YN,903733,Military short term detached duty,29.8
Ministry of Defence,Ministry of Defence,23/02/2012,Rental of plant and machinery,Defence Equipment & Support,CANON (UK) LIMITED,RH2 8BF,904898,Plant + machinery operating lease,29.62
Ministry of Defence,Ministry of Defence,16/02/2012,"Transportation of personnel, freight and travel expenses",Command Joint Operations,MOBILE MINI UK LTD,TS18 3TX,902505,Freight movement costs,29.45
Ministry of Defence,Ministry of Defence,16/02/2012,"Transportation of personnel, freight and travel expenses",Navy Command,MOBILE MINI UK LTD,TS18 3TX,902505,Freight movement costs,29.45
Ministry of Defence,Ministry of Defence,22/02/2012,Design services and minor equipment purchases,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,'200000013460,Equipment support non-project costs,29.26
Ministry of Defence,Ministry of Defence,23/02/2012,Purchase of inventory and services ,Defence Equipment & Support,CANON (UK) LIMITED,RH2 8BF,904898,Cost of other material consumed,28.75
Ministry of Defence,Ministry of Defence,14/02/2012,IT and communication services,Air Command,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,901336,Computer equipment costing below the capitalisation threshold,27.52
Ministry of Defence,Ministry of Defence,16/02/2012,Purchase of inventory and services ,Command Joint Operations,XMA LTD,NG11 7EP,902787,Cost of other material consumed,27.5
Ministry of Defence,Ministry of Defence,06/02/2012,Fees for professional services,Navy Command,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,897904,Fees for professional services excluding legal fees,26.97
Ministry of Defence,Ministry of Defence,14/02/2012,Purchase of inventory and services ,Land Forces,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,901336,Other materal consumed on exercises,26.89
Ministry of Defence,Ministry of Defence,02/02/2012,Spend on Inventory - General,Air Command,TRY & LILLY LIMITED,L3 8HE,897114,Spend on Inventory - General,26.26
Ministry of Defence,Ministry of Defence,02/02/2012,General services and support,Air Command,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,896738,Purchase of defence support equipment below capitalisation threshold of £25k.,24.45
