Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Post Code,Transaction Number,Total
Ministry of Defence,Ministry of Defence,24/06/2011,Food and clothing,Defence Infrastructure Organisation ,COMPASS CONTRACT SERVICES (U K)LIMITED,B45 9PZ,811366,528226.99
Ministry of Defence,Ministry of Defence,24/06/2011,Administration ,Air Command,COMPASS GROUP UK AND IRELAND LIMITED,B45 9PZ,811368,50.88
Ministry of Defence,Ministry of Defence,24/06/2011,Food and clothing,Navy Command,COMPASS GROUP UK AND IRELAND LIMITED,B45 9PZ,811368,602.01
Ministry of Defence,Ministry of Defence,24/06/2011,Food and clothing,Air Command,COMPASS GROUP UK AND IRELAND LIMITED,B45 9PZ,811368,640.57
Ministry of Defence,Ministry of Defence,24/06/2011,Food and clothing,Defence Equipment & Support,COMPASS GROUP UK AND IRELAND LIMITED,B45 9PZ,811368,703.32
Ministry of Defence,Ministry of Defence,24/06/2011,Design services and minor equipment purchases,Air Command,COMPASS GROUP UK AND IRELAND LIMITED,B45 9PZ,811368,70068.14
Ministry of Defence,Ministry of Defence,24/06/2011,Estate management,Air Command,COMPASS SERVICES (U.K.) LIMITED,B45 9PZ,811369,18.8
Ministry of Defence,Ministry of Defence,24/06/2011,Estate management,Navy Command,COMPASS SERVICES (U.K.) LIMITED,B45 9PZ,811369,450.13
Ministry of Defence,Ministry of Defence,24/06/2011,Food and clothing,Defence Equipment & Support,COMPASS SERVICES (U.K.) LIMITED,B45 9PZ,811369,1305.87
Ministry of Defence,Ministry of Defence,24/06/2011,Food and clothing,Land Forces,COMPASS SERVICES (U.K.) LIMITED,B45 9PZ,811369,6299.17
Ministry of Defence,Ministry of Defence,24/06/2011,Estate management,Defence Infrastructure Organisation ,COMPASS SERVICES (U.K.) LIMITED,B45 9PZ,811369,40646.5
Ministry of Defence,Ministry of Defence,24/06/2011,Estate management,Defence Equipment & Support,COMPASS SERVICES (U.K.) LIMITED,B45 9PZ,811369,49364.55
Ministry of Defence,Ministry of Defence,24/06/2011,Estate management,Land Forces,COMPASS SERVICES (U.K.) LIMITED,B45 9PZ,811369,59328.15
Ministry of Defence,Ministry of Defence,24/06/2011,Food and clothing,Defence Infrastructure Organisation ,COMPASS SERVICES (U.K.) LIMITED,B45 9PZ,811369,247401.88
Ministry of Defence,Ministry of Defence,24/06/2011,Design services and minor equipment purchases,Defence Equipment & Support,CONWAY PACKING SERVICES LTD,DY4 7UD,811376,62527.7
Ministry of Defence,Ministry of Defence,24/06/2011,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,DEBUT SERVICES LIMITED,B75 7RL,811389,317606.78
Ministry of Defence,Ministry of Defence,24/06/2011,Research and development,Defence Equipment & Support,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,811391,8648.58
Ministry of Defence,Ministry of Defence,24/06/2011,Design services and minor equipment purchases,Defence Equipment & Support,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,811391,45741.47
Ministry of Defence,Ministry of Defence,24/06/2011,Design services and minor equipment purchases,Defence Equipment & Support,DEFENCE SUPPORT GROUP  (DSG),SP11 8HT,811393,3102.68
Ministry of Defence,Ministry of Defence,24/06/2011,Nuclear decommissioning and restoration,Defence Equipment & Support,DEVONPORT ROYAL DOCKYARD LIMITED,PL1 4SG,811396,13251
Ministry of Defence,Ministry of Defence,24/06/2011,Purchase of buildings and military equipment ,Defence Equipment & Support,DEVONPORT ROYAL DOCKYARD LIMITED,PL1 4SG,811396,726128.6
Ministry of Defence,Ministry of Defence,24/06/2011,"Transporation of personnel, freight and travel expenses",Command Joint Operations,DHL GLOBAL FORWARDING (UK)  LIMITED,TW18 4BP,811397,240.72
Ministry of Defence,Ministry of Defence,24/06/2011,"Transporation of personnel, freight and travel expenses",Navy Command,DHL GLOBAL FORWARDING (UK)  LIMITED,TW18 4BP,811397,635.16
Ministry of Defence,Ministry of Defence,24/06/2011,"Transporation of personnel, freight and travel expenses",Air Command,DHL GLOBAL FORWARDING (UK)  LIMITED,TW18 4BP,811397,14676.11
Ministry of Defence,Ministry of Defence,24/06/2011,"Transporation of personnel, freight and travel expenses",Land Forces,DHL GLOBAL FORWARDING (UK)  LIMITED,TW18 4BP,811397,63707.49
Ministry of Defence,Ministry of Defence,24/06/2011,"Transporation of personnel, freight and travel expenses",Defence Equipment & Support,DHL GLOBAL FORWARDING (UK)  LIMITED,TW18 4BP,811397,160814.03
Ministry of Defence,Ministry of Defence,24/06/2011,Design services and minor equipment purchases,Land Forces,FBS LIMITED,RG24 8AG,811441,40640.85
Ministry of Defence,Ministry of Defence,24/06/2011,Transport hire charges,Defence Equipment & Support,FBS LIMITED,RG24 8AG,811441,40749.98
Ministry of Defence,Ministry of Defence,24/06/2011,Design services and minor equipment purchases,Air Command,FBS LIMITED,RG24 8AG,811441,561959.54
Ministry of Defence,Ministry of Defence,24/06/2011,General services and support,Land Forces,FBS LIMITED,RG24 8AG,811441,609434.53
Ministry of Defence,Ministry of Defence,24/06/2011,Transport hire charges,Air Command,FBS LIMITED,RG24 8AG,811441,2508618.69
Ministry of Defence,Ministry of Defence,24/06/2011,Purchase of inventory and services ,Defence Equipment & Support,FRANK ARMITT& SON LIMITED,WA7 4EZ,811457,15185.1
Ministry of Defence,Ministry of Defence,24/06/2011,Payment of utilities,Defence Equipment & Support,GB OILS LIMITED,FK5 4RB,811464,77629.86
Ministry of Defence,Ministry of Defence,24/06/2011,Purchase of inventory and services ,Defence Equipment & Support,HESCO BASTION LTD,LS9 0NP,811488,118652.11
Ministry of Defence,Ministry of Defence,24/06/2011,Fees for professional services,Land Forces,HONEYBEERECRUITMENT.COM LTD,TW12 1PD,811492,515.62
Ministry of Defence,Ministry of Defence,24/06/2011,Medical treatment & stores and welfare services.,Land Forces,HONEYBEERECRUITMENT.COM LTD,TW12 1PD,811492,31202.29
Ministry of Defence,Ministry of Defence,24/06/2011,IT and communication services,Defence Equipment & Support,HP ENTERPRISE SERVICES DEFENCE & SECURITY UK LIMITED,RG12 1HN,811495,10525
Ministry of Defence,Ministry of Defence,24/06/2011,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,HYDER CONSULTING (UK) LIMITED,CF3 0EY,811497,12000
Ministry of Defence,Ministry of Defence,24/06/2011,Estate management,Defence Equipment & Support,HYDER CONSULTING (UK) LIMITED,CF3 0EY,811497,29035.8
Ministry of Defence,Ministry of Defence,24/06/2011,Fees for professional services,Central TLB,IBM UNITED KINGDOM LIMITED,PO6 3AE,811499,738
Ministry of Defence,Ministry of Defence,24/06/2011,IT and communication services,Defence Equipment & Support,IBM UNITED KINGDOM LIMITED,PO6 3AE,811499,23576.19
Ministry of Defence,Ministry of Defence,24/06/2011,Purchase of buildings and military equipment ,Defence Equipment & Support,JAMES FISHER INSPECTION AND MEASUREMENT SERVICES LIMITED,CH5 2QJ,811521,192620.52
Ministry of Defence,Ministry of Defence,24/06/2011,Medical treatment & stores and welfare services.,Land Forces,K INTERNATIONAL PLC,MK5 8PL,811532,23184.81
Ministry of Defence,Ministry of Defence,24/06/2011,Fees for professional services,Defence Equipment & Support,L.A. INTERNATIONAL COMPUTER  CONSULTANTS LIMITED,ST1 5UB,811546,810.79
Ministry of Defence,Ministry of Defence,24/06/2011,IT and communication services,Land Forces,L.A. INTERNATIONAL COMPUTER  CONSULTANTS LIMITED,ST1 5UB,811546,23117
Ministry of Defence,Ministry of Defence,24/06/2011,Fees for professional services,Land Forces,L.A. INTERNATIONAL COMPUTER  CONSULTANTS LIMITED,ST1 5UB,811546,61973.16
Ministry of Defence,Ministry of Defence,24/06/2011,IT and communication services,Defence Equipment & Support,L.A. INTERNATIONAL COMPUTER  CONSULTANTS LIMITED,ST1 5UB,811546,113393.73
Ministry of Defence,Ministry of Defence,24/06/2011,Estate management,Defence Infrastructure Organisation ,LANDMARC SUPPORT SERVICES LIMITED,SP3 4RS,811550,94141
Ministry of Defence,Ministry of Defence,24/06/2011,IT and communication services,Central TLB,LOGICA UK LIMITED,CF31 9AP,811563,614705.09
Ministry of Defence,Ministry of Defence,24/06/2011,Fees for professional services,Air Command,M.P.I. AVIATION LTD,SG13 7DQ,811572,148295.72
Ministry of Defence,Ministry of Defence,24/06/2011,Development costs for military equipment,Defence Equipment & Support,MBDA UK LIMITED,SG1 2DA,811581,1037450.4
Ministry of Defence,Ministry of Defence,24/06/2011,Estate management,Defence Infrastructure Organisation ,MODERN HOUSING SOLUTIONS (PRIME)LIMITED,PE28 4QG,811591,89727.27
Ministry of Defence,Ministry of Defence,24/06/2011,Design services and minor equipment purchases,Defence Equipment & Support,MUIRHEAD AEROSPACE LIMITED,CM24 1RB,811638,26681.34
Ministry of Defence,Ministry of Defence,24/06/2011,Rent and rates,Navy Command,NB REAL ESTATE LIMITED,W1S 3HQ,811645,35490
Ministry of Defence,Ministry of Defence,24/06/2011,Externally delivered education and training.,Land Forces,OPEN UNIVERSITY (THE),MK7 6BT,811688,36516
Ministry of Defence,Ministry of Defence,24/06/2011,Development costs for military equipment,Defence Equipment & Support,ORACLE CORPORATION U K LTD,RG6 1RA,811691,17856.35
Ministry of Defence,Ministry of Defence,24/06/2011,IT and communication services,Defence Equipment & Support,ORACLE CORPORATION U K LTD,RG6 1RA,811691,18607.24
Ministry of Defence,Ministry of Defence,24/06/2011,Design services and minor equipment purchases,Defence Equipment & Support,PETARDS JOYCE-LOEBL LIMITED,NE11 0TU,811709,385.85
Ministry of Defence,Ministry of Defence,24/06/2011,"Transporation of personnel, freight and travel expenses",Air Command,PLANT SPEED LIMITED,BS10 7ES,811714,1716.18
Ministry of Defence,Ministry of Defence,24/06/2011,"Transporation of personnel, freight and travel expenses",Land Forces,PLANT SPEED LIMITED,BS10 7ES,811714,13581.88
Ministry of Defence,Ministry of Defence,24/06/2011,"Transporation of personnel, freight and travel expenses",Defence Equipment & Support,PLANT SPEED LIMITED,BS10 7ES,811714,42057.88
Ministry of Defence,Ministry of Defence,24/06/2011,Design services and minor equipment purchases,Defence Equipment & Support,QINETIQ LIMITED,PO12 2AG,811731,31386
Ministry of Defence,Ministry of Defence,24/06/2011,Fees for professional services,Defence Equipment & Support,QUINTEC ASSOCIATES LTD,RG21 4HJ,811734,21996
Ministry of Defence,Ministry of Defence,24/06/2011,Externally delivered education and training.,Land Forces,REMPLOY LIMITED,SA12 7AX,811745,32300
Ministry of Defence,Ministry of Defence,24/06/2011,Transport hire charges,Command Joint Operations,RYDER PUBLIC LIMITED COMPANY,SK16 4UL,811766,6.6
Ministry of Defence,Ministry of Defence,24/06/2011,Transport hire charges,Navy Command,RYDER PUBLIC LIMITED COMPANY,SK16 4UL,811766,106.32
Ministry of Defence,Ministry of Defence,24/06/2011,Rent and rates,Land Forces,RYDER PUBLIC LIMITED COMPANY,SK16 4UL,811766,573.51
Ministry of Defence,Ministry of Defence,24/06/2011,"Transporation of personnel, freight and travel expenses",Land Forces,RYDER PUBLIC LIMITED COMPANY,SK16 4UL,811766,1152.59
Ministry of Defence,Ministry of Defence,24/06/2011,Design services and minor equipment purchases,Land Forces,RYDER PUBLIC LIMITED COMPANY,SK16 4UL,811766,3841.82
Ministry of Defence,Ministry of Defence,24/06/2011,Transport hire charges,Land Forces,RYDER PUBLIC LIMITED COMPANY,SK16 4UL,811766,56362.16
Ministry of Defence,Ministry of Defence,24/06/2011,Externally delivered education and training.,Land Forces,RYDER PUBLIC LIMITED COMPANY,SK16 4UL,811766,143646.33
Ministry of Defence,Ministry of Defence,24/06/2011,Estate management,Command Joint Operations,SERCO LIMITED,RG27 9UY,811783,7386.89
Ministry of Defence,Ministry of Defence,24/06/2011,Design services and minor equipment purchases,Land Forces,SERCO LIMITED,RG27 9UY,811783,160405.38
Ministry of Defence,Ministry of Defence,24/06/2011,Design services and minor equipment purchases,Air Command,SERCO LIMITED,RG27 9UY,811783,170507.58
Ministry of Defence,Ministry of Defence,24/06/2011,Estate management,Defence Infrastructure Organisation ,SERCO LIMITED,RG27 9UY,811783,423168.13
Ministry of Defence,Ministry of Defence,24/06/2011,Estate management,Defence Equipment & Support,SODEXO LTD,M50 0AL,811794,-1209.2
Ministry of Defence,Ministry of Defence,24/06/2011,Estate management,Central TLB,SODEXO LTD,M50 0AL,811794,-537.98
Ministry of Defence,Ministry of Defence,24/06/2011,Estate management,Land Forces,SODEXO LTD,M50 0AL,811794,-28.72
Ministry of Defence,Ministry of Defence,24/06/2011,Food and clothing,Air Command,SODEXO LTD,M50 0AL,811794,146.45
Ministry of Defence,Ministry of Defence,24/06/2011,"Transporation of personnel, freight and travel expenses",Navy Command,SODEXO LTD,M50 0AL,811794,336.82
Ministry of Defence,Ministry of Defence,24/06/2011,Estate management,Air Command,SODEXO LTD,M50 0AL,811794,830.23
Ministry of Defence,Ministry of Defence,24/06/2011,Food and clothing,Defence Infrastructure Organisation ,SODEXO LTD,M50 0AL,811794,6611.86
Ministry of Defence,Ministry of Defence,24/06/2011,Food and clothing,Land Forces,SODEXO LTD,M50 0AL,811794,7272.29
Ministry of Defence,Ministry of Defence,24/06/2011,Food and clothing,Defence Equipment & Support,SODEXO LTD,M50 0AL,811794,9127.47
Ministry of Defence,Ministry of Defence,24/06/2011,Estate management,Defence Infrastructure Organisation ,SODEXO LTD,M50 0AL,811794,149792.85
Ministry of Defence,Ministry of Defence,24/06/2011,Medical treatment & stores and welfare services.,Central TLB,SPIRE HEALTHCARE LIMITED,RG1 9PL,811809,26517.91
Ministry of Defence,Ministry of Defence,24/06/2011,Estate management,Air Command,SSI SCHAEFER LTD,SP10 5QZ,811813,351562.08
Ministry of Defence,Ministry of Defence,24/06/2011,IT and communication services,Defence Equipment & Support,SYSTEMS CONSULTANTS SERVICES  LIMITED,RG7 4SA,811827,5800
Ministry of Defence,Ministry of Defence,24/06/2011,Estate management,Air Command,T.G. POWER LTD,G51 3EQ,811833,301630.31
Ministry of Defence,Ministry of Defence,24/06/2011,Food and clothing,Air Command,TECHNOGYM U K LIMITED,RG12 8PE,811840,1572.48
Ministry of Defence,Ministry of Defence,24/06/2011,Food and clothing,Command Joint Operations,TECHNOGYM U K LIMITED,RG12 8PE,811840,3296.98
Ministry of Defence,Ministry of Defence,24/06/2011,Food and clothing,Central TLB,TECHNOGYM U K LIMITED,RG12 8PE,811840,5478.1
Ministry of Defence,Ministry of Defence,24/06/2011,Food and clothing,Land Forces,TECHNOGYM U K LIMITED,RG12 8PE,811840,207005.31
Ministry of Defence,Ministry of Defence,24/06/2011,Grants to NDPBs,Navy Command,THE NATIONAL MUSEUM OF THE ROYAL NAVY,PO1 3NH,811853,119144.9
Ministry of Defence,Ministry of Defence,24/06/2011,Grants in aid,Navy Command,THE NATIONAL MUSEUM OF THE ROYAL NAVY,PO1 3NH,811853,125380.06
Ministry of Defence,Ministry of Defence,24/06/2011,Payment of utilities,Defence Equipment & Support,TOTAL GAS & POWER LIMITED,RH1 1RX,811867,-100399.35
Ministry of Defence,Ministry of Defence,24/06/2011,Payment of utilities,Land Forces,TOTAL GAS & POWER LIMITED,RH1 1RX,811867,186.71
Ministry of Defence,Ministry of Defence,24/06/2011,Payment of utilities,Navy Command,TOTAL GAS & POWER LIMITED,RH1 1RX,811867,7033.92
Ministry of Defence,Ministry of Defence,24/06/2011,Payment of utilities,Defence Infrastructure Organisation ,TOTAL GAS & POWER LIMITED,RH1 1RX,811867,175098.18
Ministry of Defence,Ministry of Defence,24/06/2011,Payment of utilities,Air Command,TOTAL GAS & POWER LIMITED,RH1 1RX,811867,752051.52
Ministry of Defence,Ministry of Defence,24/06/2011,Rent and rates,Defence Infrastructure Organisation ,TOUCHSTONE CORPORATE PROPERTY SERVICES LIMITED,BA2 2AF,811869,2649885
Ministry of Defence,Ministry of Defence,24/06/2011,Externally delivered education and training.,Land Forces,TQ EDUCATION AND TRAINING  LIMITED,DE74 2SJ,811871,65560
Ministry of Defence,Ministry of Defence,24/06/2011,Estate management,Air Command,WF ELECTRICAL PLC,RM10 8SX,811907,350.53
Ministry of Defence,Ministry of Defence,24/06/2011,Purchase of buildings and military equipment ,Land Forces,WF ELECTRICAL PLC,RM10 8SX,811907,10729.29
Ministry of Defence,Ministry of Defence,24/06/2011,"Purchase of munitions, other inventory or fuel",Defence Equipment & Support,WINCANTON GROUP LIMITED,SN14 0WT,811917,62976.31
Ministry of Defence,Ministry of Defence,24/06/2011,Estate management,Defence Equipment & Support,WYG MANAGEMENT SERVICES LIMITED,L2 6RE,811921,46543.5
Ministry of Defence,Ministry of Defence,24/06/2011,IT and communication services,Air Command,XMA LTD,NG11 7EP,811925,163.8
Ministry of Defence,Ministry of Defence,24/06/2011,Purchase of inventory and services ,Defence Equipment & Support,XMA LTD,NG11 7EP,811925,1152.48
Ministry of Defence,Ministry of Defence,24/06/2011,Purchase of inventory and services ,Central TLB,XMA LTD,NG11 7EP,811925,1619.79
Ministry of Defence,Ministry of Defence,24/06/2011,Purchase of inventory and services ,Air Command,XMA LTD,NG11 7EP,811925,3119.31
Ministry of Defence,Ministry of Defence,24/06/2011,Purchase of inventory and services ,Land Forces,XMA LTD,NG11 7EP,811925,8213.87
Ministry of Defence,Ministry of Defence,24/06/2011,Purchase of inventory and services ,Navy Command,XMA LTD,NG11 7EP,811925,9893.66
Ministry of Defence,Ministry of Defence,24/06/2011,Purchase of inventory and services ,Defence Equipment & Support,WORLD FUEL SERVICES EUROPE  LTD.,SW1E 5BH,2000012011,1152.38
Ministry of Defence,Ministry of Defence,24/06/2011,Payment of utilities,Defence Infrastructure Organisation ,ELECTRICITY AUTHORITY OF CYPRUS,BFPO 53,4000005431,58591.55
Ministry of Defence,Ministry of Defence,24/06/2011,Fuel for military use,Land Forces,ARAL AG.,,5000058380,29026.78
Ministry of Defence,Ministry of Defence,24/06/2011,Design services and minor equipment purchases,Defence Equipment & Support,EUROCOPTER,,5000058394,104580
Ministry of Defence,Ministry of Defence,24/06/2011,"Transporation of personnel, freight and travel expenses",Land Forces,NAVY ARMY AND AIR FORCE INSTITUES (THE),DL1 1YN,5000058427,99.94
Ministry of Defence,Ministry of Defence,24/06/2011,Food and clothing,Land Forces,NAVY ARMY AND AIR FORCE INSTITUES (THE),DL1 1YN,5000058427,48295.76
Ministry of Defence,Ministry of Defence,24/06/2011,Payment of utilities,Land Forces,NEW ENERGIE GMBH,,5000058428,119093.54
Ministry of Defence,Ministry of Defence,24/06/2011,Payment of utilities,Defence Infrastructure Organisation ,NEW ENERGIE GMBH,,5000058428,409328.82
Ministry of Defence,Ministry of Defence,24/06/2011,Payment of utilities,Defence Infrastructure Organisation ,STADTWERKE BIELEFELD GMBH,,5000058440,199202.95
Ministry of Defence,Ministry of Defence,24/06/2011,Payment of utilities,Defence Infrastructure Organisation ,STADTWERKE GUETERSLOH GMBH,,5000058441,182873.74
Ministry of Defence,Ministry of Defence,24/06/2011,"Adminstration, claims, compensation and awards",Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,22.05
Ministry of Defence,Ministry of Defence,24/06/2011,Bank Charges,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,24.69
Ministry of Defence,Ministry of Defence,24/06/2011,Purchase of inventory and services ,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,66.88
Ministry of Defence,Ministry of Defence,24/06/2011,Fuel for military use,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,91.26
Ministry of Defence,Ministry of Defence,24/06/2011,Payment of utilities,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,97.92
Ministry of Defence,Ministry of Defence,24/06/2011,IT and communication services,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,184.75
Ministry of Defence,Ministry of Defence,24/06/2011,Fees for professional services,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,231.61
Ministry of Defence,Ministry of Defence,24/06/2011,Medical treatment & stores and welfare services.,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,299.89
Ministry of Defence,Ministry of Defence,24/06/2011,Transport hire charges,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,1791.14
Ministry of Defence,Ministry of Defence,24/06/2011,Official entertainment and hospitality.,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,6193.36
Ministry of Defence,Ministry of Defence,24/06/2011,"Transporation of personnel, freight and travel expenses",Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,2.00E+11,34415.3
Ministry of Defence,Defence Science and Technology Laboratory,24/06/2011,Consumable Materials,Infrastructure,BARCLAYCARD,,G - 9000133909 - 00112431,-263.11
Ministry of Defence,Defence Science and Technology Laboratory,24/06/2011,Other Services & Office costs,Corporate,BARCLAYCARD,,G - 9000133909 - 00112431,235.89
Ministry of Defence,Defence Science and Technology Laboratory,24/06/2011,Other Services & Office costs,Infrastructure,BARCLAYCARD,,G - 9000133909 - 00112431,688.95
Ministry of Defence,Defence Science and Technology Laboratory,24/06/2011,Materials & Equipment,Operations,BARCLAYCARD,,G - 9000133909 - 00112431,1313.99
Ministry of Defence,Defence Science and Technology Laboratory,24/06/2011,Travel & Subsistence,Operations,BARCLAYCARD,,G - 9000133909 - 00112431,2546.12
Ministry of Defence,Defence Science and Technology Laboratory,24/06/2011,Other Services & Office costs,Operations,BARCLAYCARD,,G - 9000133909 - 00112431,10708.3
Ministry of Defence,Defence Science and Technology Laboratory,24/06/2011,IT Software,Operations,BARCLAYCARD,,G - 9000133909 - 00112432,-435.37
Ministry of Defence,Defence Science and Technology Laboratory,24/06/2011,Communications,Operations,BARCLAYCARD,,G - 9000133909 - 00112432,13.44
Ministry of Defence,Defence Science and Technology Laboratory,24/06/2011,Publications/Subscriptions,Corporate,BARCLAYCARD,,G - 9000133909 - 00112432,19.08
Ministry of Defence,Defence Science and Technology Laboratory,24/06/2011,IT Hardware,Operations,BARCLAYCARD,,G - 9000133909 - 00112432,41.65
Ministry of Defence,Defence Science and Technology Laboratory,24/06/2011,Vehicle Charges,Operations,BARCLAYCARD,,G - 9000133909 - 00112432,65.54
Ministry of Defence,Defence Science and Technology Laboratory,24/06/2011,Consumable Materials,Corporate,BARCLAYCARD,,G - 9000133909 - 00112432,85.79
Ministry of Defence,Defence Science and Technology Laboratory,24/06/2011,Publications/Subscriptions,Infrastructure,BARCLAYCARD,,G - 9000133909 - 00112432,95.13
Ministry of Defence,Defence Science and Technology Laboratory,24/06/2011,Conferences & Catering,Operations,BARCLAYCARD,,G - 9000133909 - 00112432,102.5
Ministry of Defence,Defence Science and Technology Laboratory,24/06/2011,Travel & Subsistence,Programme Office,BARCLAYCARD,,G - 9000133909 - 00112432,105.9
Ministry of Defence,Defence Science and Technology Laboratory,24/06/2011,Staff Recruitment Costs,Corporate,BARCLAYCARD,,G - 9000133909 - 00112432,127.7
Ministry of Defence,Defence Science and Technology Laboratory,24/06/2011,Other Services & Office costs,Corporate,BARCLAYCARD,,G - 9000133909 - 00112432,144.87
Ministry of Defence,Defence Science and Technology Laboratory,24/06/2011,Materials & Equipment,Corporate,BARCLAYCARD,,G - 9000133909 - 00112432,182.17
Ministry of Defence,Defence Science and Technology Laboratory,24/06/2011,Contracted out Office Services,Infrastructure,BARCLAYCARD,,G - 9000133909 - 00112432,229.39
Ministry of Defence,Defence Science and Technology Laboratory,24/06/2011,IS Infrastructure,Operations,BARCLAYCARD,,G - 9000133909 - 00112432,497
Ministry of Defence,Defence Science and Technology Laboratory,24/06/2011,Repairs & Maintenance,Operations,BARCLAYCARD,,G - 9000133909 - 00112432,609.4
Ministry of Defence,Defence Science and Technology Laboratory,24/06/2011,Staff Training,Programme Office,BARCLAYCARD,,G - 9000133909 - 00112432,747
Ministry of Defence,Defence Science and Technology Laboratory,24/06/2011,Publications/Subscriptions,Operations,BARCLAYCARD,,G - 9000133909 - 00112432,847.04
Ministry of Defence,Defence Science and Technology Laboratory,24/06/2011,Conferences & Catering,Programme Office,BARCLAYCARD,,G - 9000133909 - 00112432,900
Ministry of Defence,Defence Science and Technology Laboratory,24/06/2011,Estates Costs,Operations,BARCLAYCARD,,G - 9000133909 - 00112432,1007
Ministry of Defence,Defence Science and Technology Laboratory,24/06/2011,Energy & Utility,Operations,BARCLAYCARD,,G - 9000133909 - 00112432,1044.41
Ministry of Defence,Defence Science and Technology Laboratory,24/06/2011,Materials & Equipment,Programme Office,BARCLAYCARD,,G - 9000133909 - 00112432,1159.75
Ministry of Defence,Defence Science and Technology Laboratory,24/06/2011,Consumable Materials,Infrastructure,BARCLAYCARD,,G - 9000133909 - 00112432,1225.2
Ministry of Defence,Defence Science and Technology Laboratory,24/06/2011,Other Services & Office costs,Infrastructure,BARCLAYCARD,,G - 9000133909 - 00112432,1427.32
Ministry of Defence,Defence Science and Technology Laboratory,24/06/2011,Professional Services,Operations,BARCLAYCARD,,G - 9000133909 - 00112432,3437.91
Ministry of Defence,Defence Science and Technology Laboratory,24/06/2011,Other Services & Office costs,Operations,BARCLAYCARD,,G - 9000133909 - 00112432,5140.01
Ministry of Defence,Defence Science and Technology Laboratory,24/06/2011,Staff Training,Infrastructure,BARCLAYCARD,,G - 9000133909 - 00112432,5811.83
Ministry of Defence,Defence Science and Technology Laboratory,24/06/2011,Staff Training,Corporate,BARCLAYCARD,,G - 9000133909 - 00112432,5924.33
Ministry of Defence,Defence Science and Technology Laboratory,24/06/2011,Capital Asset expenditure,Operations,BARCLAYCARD,,G - 9000133909 - 00112432,16655.75
Ministry of Defence,Defence Science and Technology Laboratory,24/06/2011,Staff Training,Operations,BARCLAYCARD,,G - 9000133909 - 00112432,27956.07
Ministry of Defence,Defence Science and Technology Laboratory,24/06/2011,Consumable Materials,Operations,BARCLAYCARD,,G - 9000133909 - 00112432,28083.79
Ministry of Defence,Defence Science and Technology Laboratory,24/06/2011,Travel & Subsistence,Operations,BARCLAYCARD,,G - 9000133909 - 00112432,71495.39
Ministry of Defence,Defence Science and Technology Laboratory,24/06/2011,Materials & Equipment,Operations,BARCLAYCARD,,G - 9000133909 - 00112432,176158.97
Ministry of Defence,Defence Science and Technology Laboratory,24/06/2011,Sub Contracted Work,Operations,AUBURN UNIVERSITY,,V - 0000000619 - 00111721,49400.93
Ministry of Defence,Defence Science and Technology Laboratory,24/06/2011,Sub Contracted Research,Programme Office,BAE SYSTEMS (OPERATIONS) LIMITED,,V - 9000133745 - 00110555,32464
Ministry of Defence,Defence Science and Technology Laboratory,24/06/2011,Sub Contracted Research,Programme Office,BAE SYSTEMS (OPERATIONS) LIMITED,,V - 9000133745 - 00110660,40652.44
Ministry of Defence,Defence Science and Technology Laboratory,24/06/2011,Sub Contracted Research,Programme Office,BAE SYSTEMS (OPERATIONS) LIMITED,,V - 9000133746 - 00111956,34368
Ministry of Defence,Defence Science and Technology Laboratory,24/06/2011,Sub Contracted Research,Programme Office,BAE SYSTEMS (OPERATIONS) LIMITED,,V - 9000133746 - 00111960,117309.2
Ministry of Defence,Defence Science and Technology Laboratory,24/06/2011,Sub Contracted Research,Programme Office,MET OFFICE,,V - 9000133754 - 00105121,88000
Ministry of Defence,Defence Science and Technology Laboratory,24/06/2011,Sub Contracted Work,Operations,ATKINS LIMITED,,V - 9000133756 - 00111938,48000
Ministry of Defence,Defence Science and Technology Laboratory,24/06/2011,Sub Contracted Research,Programme Office,BAE SYSTEMS INTEGRATED SYSTEM TECH. LIMITED.,,V - 9000133764 - 00109491,121563
Ministry of Defence,Defence Science and Technology Laboratory,24/06/2011,Sub Contracted Work,Operations,ROKE MANOR RESEARCH LIMITED,,V - 9000133769 - 00107603,125545
