Department Family,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Voluntary & Community Sector,SME Class,Sole Trader,Transaction number,Narrative,Postal Code,Amount in Sterling,Grant?
Communities & Local Government,DCLG,22/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,BLACKBURN WITH DARWEN BC,,,,5000173619,Grant Payable by Exchequer,BB1 7DY,"2,995,302.00",Yes
Communities & Local Government,DCLG,22/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,BLACKPOOL BC,,,,5000173624,Grant Payable by Exchequer,FY1 1NA,"3,135,552.00",Yes
Communities & Local Government,DCLG,22/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,BOLTON MBC,,,,5000173632,Grant Payable by Exchequer,BL1 1RU,"4,645,990.00",Yes
Communities & Local Government,DCLG,22/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,BRADFORD MBC,,,,5000173648,Grant Payable by Exchequer,BD1 1HX,"9,937,171.00",Yes
Communities & Local Government,DCLG,22/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,BRENT LB,,,,5000173658,Grant Payable by Exchequer,HA9 9EZ,"6,019,971.00",Yes
Communities & Local Government,DCLG,22/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,BUCKS & MILTON KEYNES FIRE AUTH,,,,5000173696,Grant Payable by Exchequer,HP20 1BD,"379,904.00",Yes
Communities & Local Government,DCLG,22/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,BUCKINGHAMSHIRE CC,,,,5000173698,Grant Payable by Exchequer,HP20 1UD,"2,411,285.00",Yes
Communities & Local Government,DCLG,22/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,BURY MBC,,,,5000173706,Grant Payable by Exchequer,BL9 0SP,"2,460,534.00",Yes
Communities & Local Government,DCLG,22/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,CALDERDALE MBC,,,,5000173710,Grant Payable by Exchequer,HX1 1YP,"2,988,848.00",Yes
Communities & Local Government,DCLG,22/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,CAMBS & PETERBOROUGH FIRE AUTHORITY,,,,5000173716,Grant Payable by Exchequer,PE29 2NA,"474,285.00",Yes
Communities & Local Government,DCLG,22/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,CAMBRIDGESHIRE POLICE AUT,,,,5000173718,Grant Payable by Exchequer,P18 8NP,"1,077,895.00",Yes
Communities & Local Government,DCLG,22/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,CAMBRIDGESHIRE COUNTY CNCL,,,,5000173720,Grant Payable by Exchequer,CB3 0AP,"4,359,262.00",Yes
Communities & Local Government,DCLG,22/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,CHESHIRE FIRE AUTHORITY,,,,5000173758,Grant Payable by Exchequer,CW7 2FQ,"677,391.00",Yes
Communities & Local Government,DCLG,22/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,CHESHIRE POLICE AUTHORITY,,,,5000173760,Grant Payable by Exchequer,CW7 2UA,"1,931,487.00",Yes
Communities & Local Government,DCLG,22/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,CLEVELAND FIRE AUTHORITY,,,,5000173791,Grant Payable by Exchequer,TS25 5TB,"734,956.00",Yes
Communities & Local Government,DCLG,22/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,CLEVELAND POLICE AUTHORITY,,,,5000173793,Grant Payable by Exchequer,TS1 2JX,"1,678,661.00",Yes
Communities & Local Government,DCLG,22/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,COVENTRY CITY CNCL,,,,5000173811,Grant Payable by Exchequer,CV1 2QL,"5,743,249.00",Yes
Communities & Local Government,DCLG,22/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,CUMBRIA COUNTY CNCL,,,,5000173827,Grant Payable by Exchequer,CA3 8NA,"5,752,173.00",Yes
Communities & Local Government,DCLG,22/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,CUMBRIA POLICE AUTHORITY,,,,5000173829,Grant Payable by Exchequer,CA10 2AU,"1,310,831.00",Yes
Communities & Local Government,DCLG,22/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,DARLINGTON BC,,,,5000173837,Grant Payable by Exchequer,TS19 1JA,"1,497,512.00",Yes
Communities & Local Government,DCLG,22/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,DERBY CITY CNCL,,,,5000173847,Grant Payable by Exchequer,DE1 2FS,"4,104,260.00",Yes
Communities & Local Government,DCLG,22/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,DERBYSHIRE FIRE AUTHORITY,,,,5000173851,Grant Payable by Exchequer,DE55 1RH,"654,057.00",Yes
Communities & Local Government,DCLG,22/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,DERBYSHIRE POLICE AUTHORITY,,,,5000173853,Grant Payable by Exchequer,DE5 3RS,"1,663,309.00",Yes
Communities & Local Government,DCLG,22/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,DERBYSHIRE COUNTYCOUNCIL,,,,5000173855,Grant Payable by Exchequer,DE4 3AH,"7,464,909.00",Yes
Communities & Local Government,DCLG,22/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,DEVON & CORNWALL POLICE A,,,,5000173861,Grant Payable by Exchequer,EX2 5YT,"2,622,644.00",Yes
Communities & Local Government,DCLG,22/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,DEVON COUNTY CNCL,,,,5000173863,Grant Payable by Exchequer,EX2 4QJ,"6,744,806.00",Yes
Communities & Local Government,DCLG,22/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,DEVON & SOMERSET FIRE & RESCUE SERV,,,,5000173865,Grant Payable by Exchequer,EX3 0NW,"1,120,990.00",Yes
Communities & Local Government,DCLG,22/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,DONCASTER MBC,,,,5000173869,Grant Payable by Exchequer,DN1 2PN,"5,259,053.00",Yes
Communities & Local Government,DCLG,22/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,DORSET COUNTY CNCL,,,,5000173871,Grant Payable by Exchequer,DT1 1XJ,"2,373,292.00",Yes
Communities & Local Government,DCLG,22/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,DORSET FIRE AUTHORITY,,,,5000173873,Grant Payable by Exchequer,DT1 1FB,"394,892.00",Yes
Communities & Local Government,DCLG,22/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,DORSET POLICE AUTHORITY,,,,5000173875,Grant Payable by Exchequer,DT2 8DZ,"762,984.00",Yes
Communities & Local Government,DCLG,22/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,DUDLEY MBC,,,,5000173883,Grant Payable by Exchequer,DY1 1HF,"4,648,571.00",Yes
Communities & Local Government,DCLG,22/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,CO DURHAM & DARLINGTON FIRE AND RES,,,,5000173885,Grant Payable by Exchequer,DH1 5UE,"477,102.00",Yes
Communities & Local Government,DCLG,22/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,DURHAM POLICE AUTHORITY,,,,5000173887,Grant Payable by Exchequer,DH1 5TT,"1,610,131.00",Yes
Communities & Local Government,DCLG,22/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,EAST RIDING OF YORKS,,,,5000173924,Grant Payable by Exchequer,HU17 9AB,"3,720,650.00",Yes
Communities & Local Government,DCLG,22/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,EAST SUSSEX COUNTY CNCL,,,,5000173930,Grant Payable by Exchequer,BN7 1SF,"4,274,857.00",Yes
Communities & Local Government,DCLG,22/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,EAST SUSSEX FIRE AUTHORITY,,,,5000173932,Grant Payable by Exchequer,BN21 1EU,"501,973.00",Yes
Communities & Local Government,DCLG,22/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,ENFIELD LB,,,,5000173950,Grant Payable by Exchequer,EN1 3XF,"4,754,627.00",Yes
Communities & Local Government,DCLG,22/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,ESSEX COUNTY CNCL,,,,5000173966,Grant Payable by Exchequer,CM1 1JZ,"10,294,383.00",Yes
Communities & Local Government,DCLG,22/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,ESSEX FIRE AUTHORITY,,,,5000173968,Grant Payable by Exchequer,CM8 3HB,"1,172,530.00",Yes
Communities & Local Government,DCLG,22/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,ESSEX POLICE AUTHORITY,,,,5000173970,Grant Payable by Exchequer,CM2 6DA,"2,383,554.00",Yes
Communities & Local Government,DCLG,22/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,GATESHEAD MBC,,,,5000173996,Grant Payable by Exchequer,NE8 1HH,"3,842,657.00",Yes
Communities & Local Government,DCLG,22/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,GREATER LONDON AUTHORITY,,,,5000174004,Grant Payable by Exchequer,SE10 1AJ,"32,577,710.00",Yes
Communities & Local Government,DCLG,22/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,GLOUCESTERSHIRE COUNTY CNCL,,,,5000174010,Grant Payable by Exchequer,GL1 2TG,"5,001,299.00",Yes
Communities & Local Government,DCLG,22/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,GLOUCESTERSHIRE POLICE AUTHORITY,,,,5000174012,Grant Payable by Exchequer,GL2 2AN,"811,173.00",Yes
Communities & Local Government,DCLG,22/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,GREENWICH LB,,,,5000174027,Grant Payable by Exchequer,SE18 6RA,"6,023,703.00",Yes
Communities & Local Government,DCLG,22/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,LONDON BOROUGH OF HACKNEY,,,,5000174033,Grant Payable by Exchequer,E8 4RU,"8,161,818.00",Yes
Communities & Local Government,DCLG,22/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,HALTON BC,,,,5000174039,Grant Payable by Exchequer,WA8 7QF,"2,431,728.00",Yes
Communities & Local Government,DCLG,22/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,HAMPSHIRE COUNTY COUNCIL,,,,5000174050,Grant Payable by Exchequer,SO23 8UB,"6,736,282.00",Yes
Communities & Local Government,DCLG,22/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,HAMPSHIRE FIRE & RESCUE AUTHORITY,,,,5000174052,Grant Payable by Exchequer,SO23 8UB,"1,064,305.00",Yes
Communities & Local Government,DCLG,22/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,HAMPSHIRE POLICE AUTHORITY,,,,5000174054,Grant Payable by Exchequer,SO23 8UB,"2,695,515.00",Yes
Communities & Local Government,DCLG,22/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,HARINGEY LB,,,,5000174062,Grant Payable by Exchequer,N22 7TR,"5,559,539.00",Yes
Communities & Local Government,DCLG,22/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,HARROW LB,,,,5000174072,Grant Payable by Exchequer,HA1 2UZ,"2,544,463.00",Yes
Communities & Local Government,DCLG,22/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,HARTLEPOOL BOROUGH COUNCIL,,,,5000174081,Grant Payable by Exchequer,TS24 7BT,"1,887,139.00",Yes
Communities & Local Government,DCLG,22/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,HEREFORD WORCESTER FIRE BRIGADE,,,,5000174095,Grant Payable by Exchequer,WR1 2HQ,"377,616.00",Yes
Communities & Local Government,DCLG,22/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,HEREFORDSHIRE DISTRICT COUNCIL,,,,5000174097,Grant Payable by Exchequer,HR1 1SH,"2,183,980.00",Yes
Communities & Local Government,DCLG,22/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,HERTFORDSHIRE POLICE AUTH,,,,5000174101,Grant Payable by Exchequer,AL8 6XF,"1,615,388.00",Yes
Communities & Local Government,DCLG,22/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,HERTFORDSHIRE CONTY CNCL,,,,5000174103,Grant Payable by Exchequer,SG13 8DQ,"7,282,849.00",Yes
Communities & Local Government,DCLG,22/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,HUMBERSIDE FIRE & RESCUE SERVICE,,,,5000174130,Grant Payable by Exchequer,HU4 7BB,"929,811.00",Yes
Communities & Local Government,DCLG,22/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,HUMBERSIDE POLICE,,,,5000174132,Grant Payable by Exchequer,HU5 5SF,"2,015,172.00",Yes
Communities & Local Government,DCLG,22/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,ISLE OF WIGHT CNCL,,,,5000174138,Grant Payable by Exchequer,PO30 1UD,"2,307,492.00",Yes
Communities & Local Government,DCLG,22/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,ISLES OF SCILLY COUNCIL,,,,5000174141,Grant Payable by Exchequer,TR21 0LW,"94,303.00",Yes
Communities & Local Government,DCLG,22/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,KENT COUNTY CNCL,,,,5000174147,Grant Payable by Exchequer,ME14 1XQ,"11,465,406.00",Yes
Communities & Local Government,DCLG,22/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,KENT & MEDWAY TOWNS FIRE AUTHORITY,,,,5000174148,Grant Payable by Exchequer,ME15 6XB,"1,031,110.00",Yes
Communities & Local Government,DCLG,22/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,KENT POLICE AUTHORITY,,,,5000174149,Grant Payable by Exchequer,ME15 9BZ,"2,961,760.00",Yes
Communities & Local Government,DCLG,22/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,HULL CITY COUNCIL,,,,5000174154,Grant Payable by Exchequer,HU1 2AA,"5,657,545.00",Yes
Communities & Local Government,DCLG,22/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,KIRKLEES MBC,,,,5000174158,Grant Payable by Exchequer,HD1 2YU,"5,776,631.00",Yes
Communities & Local Government,DCLG,22/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,KNOWSLEY MBC,,,,5000174161,Grant Payable by Exchequer,L36 9YZ,"4,291,778.00",Yes
Communities & Local Government,DCLG,22/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,LONDON BOROUGH OF LAMBETH,,,,5000174163,Grant Payable by Exchequer,SW2 1RL,"8,011,396.00",Yes
Communities & Local Government,DCLG,22/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,LANCASHIRE COUNTY CNCL,,,,5000174164,Grant Payable by Exchequer,PR1 8RD,"12,107,482.00",Yes
Communities & Local Government,DCLG,22/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,LANCASHIRE COMBINED FIRE AUTHORITY,,,,5000174165,Grant Payable by Exchequer,PR2 3LH,"1,134,014.00",Yes
Communities & Local Government,DCLG,22/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,LANCASHIRE POLICE AUTHORITY,,,,5000174166,Grant Payable by Exchequer,PR1 OLD,"3,365,291.00",Yes
Communities & Local Government,DCLG,22/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,LEICESTER CITY CNCL,,,,5000174171,Grant Payable by Exchequer,LE1 6ZG,"6,888,559.00",Yes
Communities & Local Government,DCLG,22/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,LEICS LEICESTERSHIRE RUTLAND CFA,,,,5000174173,Grant Payable by Exchequer,LE3 8HD,"660,792.00",Yes
Communities & Local Government,DCLG,22/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,LEICESTERSHIRE POLICE AUTHORITY,,,,5000174174,Grant Payable by Exchequer,LE99 1A2,"1,740,837.00",Yes
Communities & Local Government,DCLG,22/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,LEICESTERSHIRE COUNTY CNCL,,,,5000174175,Grant Payable by Exchequer,LE3 8RB,"3,948,322.00",Yes
Communities & Local Government,DCLG,22/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,LEWISHAM LB,,,,5000174178,Grant Payable by Exchequer,SE6 4RU,"6,769,301.00",Yes
Communities & Local Government,DCLG,22/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,LINCOLNSHIRE POLICE AUTH,,,,5000174184,Grant Payable by Exchequer,LN5 7PH,"893,116.00",Yes
Communities & Local Government,DCLG,22/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,LINCOLNSHIRE COUNTY CNCL,,,,5000174185,Grant Payable by Exchequer,LN1 1YG,"7,668,288.00",Yes
Communities & Local Government,DCLG,22/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,LIVERPOOL CITY COUNCIL,,,,5000174186,Grant Payable by Exchequer,L1 6JD,"12,337,682.00",Yes
Communities & Local Government,DCLG,22/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,LUTON BC,,,,5000174189,Grant Payable by Exchequer,LU1 1DX,"3,307,709.00",Yes
Communities & Local Government,DCLG,22/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,GREATER MANCHESTER FIRE,,,,5000174198,Grant Payable by Exchequer,M27 2US,"2,473,792.00",Yes
Communities & Local Government,DCLG,22/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,GREATER MANCHESTER POL AUTH,,,,5000174199,Grant Payable by Exchequer,M16 0RE,"7,983,704.00",Yes
Communities & Local Government,DCLG,22/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,MERSEYSIDE FIRE & RESCUE SERVICE,,,,5000174208,Grant Payable by Exchequer,L30 4YD,"1,520,527.00",Yes
Communities & Local Government,DCLG,22/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,MERSEYSIDE POLICE AUTH,,,,5000174209,Grant Payable by Exchequer,L69 1JD,"4,843,371.00",Yes
Communities & Local Government,DCLG,22/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,MIDDLESBROUGH BC,,,,5000174219,Grant Payable by Exchequer,TS1 9GA,"3,132,972.00",Yes
Communities & Local Government,DCLG,22/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,LONDON BOROUGH OF NEWHAM,,Large,,5000174235,Grant Payable by Exchequer,E16 2QU,"7,979,615.00",Yes
Communities & Local Government,DCLG,22/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,NORFOLK COUNTY COUNCIL,,,,5000174236,Grant Payable by Exchequer,NR1 2DW,"9,322,652.00",Yes
Communities & Local Government,DCLG,22/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,NORFOLK POLICE AUTHORITY,,,,5000174237,Grant Payable by Exchequer,NR18 0WW,"1,201,936.00",Yes
Communities & Local Government,DCLG,22/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,NORTH TYNESIDE MBC,,,,5000174254,Grant Payable by Exchequer,NE30 1AE,"3,285,455.00",Yes
Communities & Local Government,DCLG,22/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,NORTH YORKSHIRE CC,,,,5000174258,Grant Payable by Exchequer,DL7 8AL,"4,435,830.00",Yes
Communities & Local Government,DCLG,22/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,NORTH YORKSHIRE FIRE & RESCUE AUTH,,,,5000174259,Grant Payable by Exchequer,DL6 1AB,"442,867.00",Yes
Communities & Local Government,DCLG,22/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,NORTH YORKSHIRE POLICE AUTHORITY,,,,5000174260,Grant Payable by Exchequer,DL7 9HA,"1,150,489.00",Yes
Communities & Local Government,DCLG,22/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,NORTHAMPTONSHIRE COUNTY COUNCIL,,,,5000174263,Grant Payable by Exchequer,NN4 7DB,"6,114,614.00",Yes
Communities & Local Government,DCLG,22/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,NORTHAMPTONSHIRE POLICE AUTH,,,,5000174264,Grant Payable by Exchequer,NN1 5DQ,"1,045,479.00",Yes
Communities & Local Government,DCLG,22/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,NORTHUMBRIA POLICE AUTH,,,,5000174265,Grant Payable by Exchequer,NE1 8DL,"4,597,148.00",Yes
Communities & Local Government,DCLG,22/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,NOTTINGHAM CITY COUNCIL,,,,5000174269,Grant Payable by Exchequer,NG1 7DW,"6,705,419.00",Yes
Communities & Local Government,DCLG,22/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,NOTTINGHAMSHIRE COUNTY CNCL,,,,5000174270,Grant Payable by Exchequer,NG1 4BU,"7,210,704.00",Yes
Communities & Local Government,DCLG,22/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,NOTTS & CITY NOTTINGHAM FIRE AUTH,,,,5000174271,Grant Payable by Exchequer,NG5 8PD,"821,252.00",Yes
Communities & Local Government,DCLG,22/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,NOTTINGHAMSHIRE POLICE AU,,,,5000174272,Grant Payable by Exchequer,NG5 8PP,"2,069,142.00",Yes
Communities & Local Government,DCLG,22/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,OLDHAM MBC,,,,5000174280,Grant Payable by Exchequer,OL1 1UH,"4,441,777.00",Yes
Communities & Local Government,DCLG,22/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,OXFORDSHIRE CC,,,,5000173528,Grant Payable by Exchequer,OX4 2GQ,"4,432,506.00",Yes
Communities & Local Government,DCLG,22/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,PLYMOUTH CITY CNCL,,,,5000173535,Grant Payable by Exchequer,PL1 2AA,"4,075,846.00",Yes
Communities & Local Government,DCLG,22/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,LONDON BOROUGH OF REDBRIDGE,,,,5000173561,Grant Payable by Exchequer,IG1 1NN,"3,667,857.00",Yes
Communities & Local Government,DCLG,22/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,REDCAR & CLEVELAND BOROUGH COUNCIL,,,,5000173565,Grant Payable by Exchequer,TS6 9AR,"2,467,129.00",Yes
Communities & Local Government,DCLG,22/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,ROCHDALE MBC,,,,5000173588,Grant Payable by Exchequer,OL16 1LQ,"4,192,518.00",Yes
Communities & Local Government,DCLG,22/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,ROTHERHAM MBC,,,,5000173606,Grant Payable by Exchequer,S65 1UF,"4,469,153.00",Yes
Communities & Local Government,DCLG,22/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,SALFORD CITY CNCL,,,,5000173633,Grant Payable by Exchequer,M27 5AW,"4,921,346.00",Yes
Communities & Local Government,DCLG,22/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,SANDWELL MBC,,,,5000173637,Grant Payable by Exchequer,B69 3BS,"6,767,060.00",Yes
Communities & Local Government,DCLG,22/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,SEFTON MBC,,,,5000173651,Grant Payable by Exchequer,L20 3NQ,"4,581,692.00",Yes
Communities & Local Government,DCLG,22/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,SHEFFIELD CITY CNCL,,,,5000173661,Grant Payable by Exchequer,S1 1UR,"10,293,333.00",Yes
Communities & Local Government,DCLG,22/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,SHROPSHIRE & WREKIN FIRE AUTHORITY,,,,5000173669,Grant Payable by Exchequer,SY1 2HJ,"271,487.00",Yes
Communities & Local Government,DCLG,22/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,SOMERSET COUNTY CNCL,,,,5000173679,Grant Payable by Exchequer,TA1 4DY,"4,722,717.00",Yes
Communities & Local Government,DCLG,22/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,SOUTH TYNESIDE COUNCIL,,,,5000173743,Grant Payable by Exchequer,NE33 2RL,"3,267,654.00",Yes
Communities & Local Government,DCLG,22/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,SOUTH YORKSHIRE FIRE & CD,,,,5000173747,Grant Payable by Exchequer,S1 3FG,"1,207,447.00",Yes
Communities & Local Government,DCLG,22/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,SOUTH YORKSHIRE P A,,,,5000173749,Grant Payable by Exchequer,S3 8LY,"3,429,603.00",Yes
Communities & Local Government,DCLG,22/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,SOUTHEND ON SEA BC,,,,5000173755,Grant Payable by Exchequer,SS2 6EP,"2,322,687.00",Yes
Communities & Local Government,DCLG,22/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,ST HELENS MBC,,,,5000173775,Grant Payable by Exchequer,WA10 1HP,"3,302,065.00",Yes
Communities & Local Government,DCLG,22/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,STAFFORDSHIRE COUNTY CNCL,,,,5000173782,Grant Payable by Exchequer,ST16 2LH,"6,342,784.00",Yes
Communities & Local Government,DCLG,22/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,STAFFORDSHIRE  FIRE & RESCUE SERV,,,,5000173784,Grant Payable by Exchequer,ST15 0BS,"672,712.00",Yes
Communities & Local Government,DCLG,22/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,STAFFORDSHIRE POLICE AUTHORITY,,,,5000173790,Grant Payable by Exchequer,ST16 2NF,"1,775,402.00",Yes
Communities & Local Government,DCLG,22/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,STOKE ON TRENT CITY COUNCIL,,,,5000173806,Grant Payable by Exchequer,ST4 1RJ,"4,719,610.00",Yes
Communities & Local Government,DCLG,22/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,SUFFOLK COUNTY CNCL,,,,5000173816,Grant Payable by Exchequer,IP4 2JP,"6,722,445.00",Yes
Communities & Local Government,DCLG,22/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,SUFFOLK POLICE AUTHORITY,,,,5000173822,Grant Payable by Exchequer,IP5 3QS,"989,221.00",Yes
Communities & Local Government,DCLG,22/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,SUNDERLAND DC,,,,5000173826,Grant Payable by Exchequer,SR2 7DN,"5,736,628.00",Yes
Communities & Local Government,DCLG,22/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,SURREY COUNTY CNCL,,,,5000173828,Grant Payable by Exchequer,KT1 2EA,"5,531,608.00",Yes
Communities & Local Government,DCLG,22/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,SURREY POLICE AUTHORITY,,,,5000173834,Grant Payable by Exchequer,KT1 2EA,"1,279,500.00",Yes
Communities & Local Government,DCLG,22/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,SUSSEX POLICE AUTHORITY,,,,5000173836,Grant Payable by Exchequer,PO19 1RG,"2,389,389.00",Yes
Communities & Local Government,DCLG,22/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,TAMESIDE MBC,,,,5000173852,Grant Payable by Exchequer,OL6 6DL,"3,872,407.00",Yes
Communities & Local Government,DCLG,22/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,THAMES VALLEY POLICE AUTHORITY,,,,5000173886,Grant Payable by Exchequer,OX5 2NX,"3,243,710.00",Yes
Communities & Local Government,DCLG,22/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,TORBAY BC,,,,5000173904,Grant Payable by Exchequer,TQ1 3DR,"2,264,947.00",Yes
Communities & Local Government,DCLG,22/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,TYNE & WEAR FIRE AUTHORITY,,,,5000173923,Grant Payable by Exchequer,SR2 7DN,"1,168,013.00",Yes
Communities & Local Government,DCLG,22/09/2011,National Non Domestic Rates (NNDR) Payments,Localism,WALSALL MBC,,,,5000173941,Grant Payable by Exchequer,WS1 1TW,"4,974,830.00",Yes
