Department Family,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Voluntary & Community Sector,SME Class,Sole Trader,Transaction number,Narrative,Postal Code,Amount in Sterling,Grant?
Communities & Local Government,DCLG,21/10/2011,Travel and Subsistence Account,Finance & Corporate Services,GOVERNMENT CAR & DESPATCH AGENCY,,,,2100209047,Ministerial Cars,SW8 5AX,"-1,458.00",
Communities & Local Government,DCLG,21/10/2011,Travel and Subsistence Account,Finance & Corporate Services,GOVERNMENT CAR & DESPATCH AGENCY,,,,5106169941,Ministerial Cars,SW8 5AX,720.00,
Communities & Local Government,DCLG,21/10/2011,Travel and Subsistence Account,Finance & Corporate Services,GOVERNMENT CAR & DESPATCH AGENCY,,,,5106169945,Ministerial Cars,SW8 5AX,"1,458.00",
Communities & Local Government,DCLG,21/10/2011,Courier Services,Finance & Corporate Services,MITIE MANAGED SERVICES (SOUTHERN) L,,Large,,5106170176,"Postal, parcel & courier services 11-12",PR7 6TE,"9,543.00",
Communities & Local Government,DCLG,21/10/2011,Office Machinery (<£5000),Finance & Corporate Services,DANWOOD GROUP LTD,,Large,,5106170182,20%ASD Copier Rental - Konica C450  2,LN6 3DG,670.38,
Communities & Local Government,DCLG,21/10/2011,Photocopying,Finance & Corporate Services,MITIE MANAGED SERVICES (SOUTHERN) L,,Large,,5106170176,"Services inc printing,mail,repro 11-12",PR7 6TE,"6,362.00",
Communities & Local Government,DCLG,21/10/2011,Publications,Finance & Corporate Services,DIGIRATI LTD,,Micro,,5106170087,20% tech support info4local site&alerts,G1 3DX,"4,720.80",
Communities & Local Government,DCLG,21/10/2011,Research,Neighbourhoods,TAVISTOCK INST OF HUMAN RELATIONS,,Small,,5106168780,Research,EC2A 4UE,"21,037.50",
Communities & Local Government,DCLG,21/10/2011,Security,Finance & Corporate Services,MITIE MANAGED SERVICES (SOUTHERN) L,,Large,,5106170176,"Guard Services, security,reception 11-12",PR7 6TE,"31,310.67",
Communities & Local Government,DCLG,21/10/2011,Software Licences,Finance & Corporate Services,BYTES SOFTWARE SERVICES,,Medium,,5106170177,MSDN Licence Renewal (2 licences),KT17 1TS,"2,489.02",
Communities & Local Government,DCLG,21/10/2011,Training,Finance & Corporate Services,MITCHELL DAMON LIMITED,,Micro,,5106170160,Outplacement Support Services,SE1 3LE,450.00,
Communities & Local Government,DCLG,21/10/2011,Training,Finance & Corporate Services,FAIRPLACE LIMITED,,Medium,,5106170159,Outplacement Support Services,EC3V 3PQ,"1,927.20",
Communities & Local Government,DCLG,21/10/2011,Waste Disposal and pest control,Finance & Corporate Services,MITIE MANAGED SERVICES (SOUTHERN) L,,Large,,5106170176,Refuse collection & disposal 11-12,PR7 6TE,"3,463.89",
Communities & Local Government,DCLG,21/10/2011,Waste Disposal and pest control,Finance & Corporate Services,MITIE MANAGED SERVICES (SOUTHERN) L,,Large,,5106170176,Recycling services 11-12,PR7 6TE,"1,620.86",
Communities & Local Government,DCLG,21/10/2011,Medals,Localism,ROYAL MINT,,,,5106170170,20% Long service medal,CF72 8YT,534.60,
Communities & Local Government,DCLG,21/10/2011,Telecoms equipment (non-capitalised),Localism,AIRWAVE SOLUTIONS LTD,,Large,,5106170093,Phase A Wales 2011/12,SL1 2EJ,"153,307.84",
Communities & Local Government,DCLG,21/10/2011,Telecoms equipment (non-capitalised),Localism,AIRWAVE SOLUTIONS LTD,,Large,,5106170095,Phase B Wales 2011/12,SL1 2EJ,"29,170.51",
Communities & Local Government,DCLG,21/10/2011,Telecoms equipment (non-capitalised),Localism,AIRWAVE SOLUTIONS LTD,,Large,,5106170172,Phase B England 2011/12,SL1 2EJ,"245,297.54",
Communities & Local Government,DCLG,21/10/2011,Telecoms equipment (non-capitalised),Localism,AIRWAVE SOLUTIONS LTD,,Large,,5106170186,20% Phase C Charges - NE,SL1 2EJ,"2,647.37",
Communities & Local Government,DCLG,21/10/2011,Telecoms equipment (non-capitalised),Localism,AIRWAVE SOLUTIONS LTD,,Large,,5106170186,20% Phase C Charges - E,SL1 2EJ,"11,424.57",
Communities & Local Government,DCLG,21/10/2011,Telecoms equipment (non-capitalised),Localism,AIRWAVE SOLUTIONS LTD,,Large,,5106170186,20% Phase C Charges - EM,SL1 2EJ,"7,969.46",
Communities & Local Government,DCLG,21/10/2011,Telecoms equipment (non-capitalised),Localism,AIRWAVE SOLUTIONS LTD,,Large,,5106170186,20% Phase C Charges - NW,SL1 2EJ,"19,693.20",
Communities & Local Government,DCLG,21/10/2011,Telecoms equipment (non-capitalised),Localism,AIRWAVE SOLUTIONS LTD,,Large,,5106170186,20% Phase C Charges - SE,SL1 2EJ,"14,225.31",
Communities & Local Government,DCLG,21/10/2011,Telecoms equipment (non-capitalised),Localism,AIRWAVE SOLUTIONS LTD,,Large,,5106170186,20% Phase C Charges - SW,SL1 2EJ,"26,888.73",
Communities & Local Government,DCLG,21/10/2011,Telecoms equipment (non-capitalised),Localism,AIRWAVE SOLUTIONS LTD,,Large,,5106170186,20% Phase C Charges - WM,SL1 2EJ,"5,484.60",
Communities & Local Government,DCLG,21/10/2011,Telecoms equipment (non-capitalised),Localism,AIRWAVE SOLUTIONS LTD,,Large,,5106170186,20% Phase C Charges - Y&H,SL1 2EJ,"11,563.49",
Communities & Local Government,DCLG,21/10/2011,Telecoms equipment (non-capitalised),Finance & Corporate Services,CABLE & WIRELESS UK,,Large,,2100209037,17.50% Provision for C&W GSI Charges,MK3 5JP,646.25,
Communities & Local Government,DCLG,21/10/2011,Telecoms equipment (non-capitalised),Finance & Corporate Services,CABLE & WIRELESS UK,,Large,,5106166605,17.50% Provision for C&W GSI Charges,MK3 5JP,-646.25,
Communities & Local Government,DCLG,21/10/2011,Facilities Management (ISD use only),Finance & Corporate Services,MITIE MANAGED SERVICES (SOUTHERN) L,,Large,,5106170176,Facilities Management 11-12,PR7 6TE,"54,117.64",
Communities & Local Government,DCLG,24/10/2011,Work In Progress Pre-Cert 40373 Spend,Neighbourhoods,NEWCASTLE CITY COUNCIL,,,,2100209041,NE005104,NE1 8QN,"45,302.92",
Communities & Local Government,DCLG,24/10/2011,Work In Progress Pre-Cert 40373 Spend,Neighbourhoods,NORTHUMBERLAND COUNTY COUNCIL,,,,2100209045,NE005379,NE61 2EF,"185,430.78",
Communities & Local Government,DCLG,24/10/2011,Work In Progress Pre-Cert 40373 Spend,Neighbourhoods,ONE NORTH EAST (FINAL BENEFICARY),,,,2100209044,NE005067,NE15 8NY,"54,717.21",
Communities & Local Government,DCLG,24/10/2011,Work In Progress Pre-Cert 40373 Spend,Neighbourhoods,CATALYST SCIENCE DISCOVERY CENTRE,,,,2100209035,North West ERDF programme,WA8 0DF,"5,987.02",
Communities & Local Government,DCLG,24/10/2011,Work In Progress Pre-Cert 40373 Spend,Neighbourhoods,CENTRAL LANCASHIRE UNIVERSITY,,,,2100209036,North West ERDF programme,PR1 2HE,"369,143.05",
Communities & Local Government,DCLG,24/10/2011,Work In Progress Pre-Cert 40467 Spend,Neighbourhoods,CENTRE WEST PARTNERSHIP,,,,2100209043,NE005403,NE4 5NN,"230,035.43",
Communities & Local Government,DCLG,24/10/2011,Work In Progress Pre-Cert 40467 Spend,Neighbourhoods,SOUTH TYNESIDE METROPOLITAN BC,,,,2100209042,NE005407,NE332RL,"368,075.19",
Communities & Local Government,DCLG,24/10/2011,Work In Progress Pre-Cert 40467 Spend,Neighbourhoods,ST AUSTELL PRINTING CO LTD,,,,2100209031,South West Convergence Programme,PL25 5JE,"343,018.13",
Communities & Local Government,DCLG,24/10/2011,Travel and Subsistence Account,Finance & Corporate Services,GOVERNMENT CAR & DESPATCH AGENCY,,,,5106170203,Ministerial Cars,SW8 5AX,522.00,
Communities & Local Government,DCLG,24/10/2011,Current Grants to Non Profit Bodies,Localism,ROYAL ASSOC DISABILITY & REHAB,Yes,,,2100209046,To Empower the community,EC1V 8AF,"73,000.00",Yes
Communities & Local Government,DCLG,24/10/2011,Research,Neighbourhoods,E C HARRIS LLP,,Large,,5106170213,Daft report,N1 9AB,796.80,
Communities & Local Government,DCLG,24/10/2011,Research,Finance & Corporate Services,COUNCIL MORTGAGE LENDERS,,Small,,5106170211,Regulated Mortgage Svy - 1 yr extn,WC2B 4PJ,"17,556.00",
Communities & Local Government,DCLG,24/10/2011,Web Services,Neighbourhoods,BRAMBLE. CC,,Micro,,5106170209,CAN1 - Test Harness,SE1 7SP,"11,751.30",
Communities & Local Government,DCLG,24/10/2011,Web Services,Neighbourhoods,BRAMBLE. CC,,Micro,,5106170209,CAN1 - forms support,SE1 7SP,"32,945.00",
Communities & Local Government,DCLG,24/10/2011,Web Services,Finance & Corporate Services,ALIENATION DIGITAL LTD,,Small,,5106170149,Web Hosting,G3 7JT,576.00,
Communities & Local Government,DCLG,24/10/2011,EU Cur Grnt to Priv Sect-Persons & NPISH,Finance & Corporate Services,ST THOMAS'S COMMUNITY NETWORK,,Small,,7500023027,10197/clw2974,DY2 7QA,"-2,330.00",Yes
Communities & Local Government,DCLG,25/10/2011,Work In Progress Pre-Cert 40373 Spend,Neighbourhoods,CORBY BOROUGH COUNCIL,,Large,,2100209135,East Midlands ERDF Competitiveness OP,NN17 1QB,"22,692.86",
Communities & Local Government,DCLG,25/10/2011,Work In Progress Pre-Cert 40373 Spend,Neighbourhoods,DE MONTFORT UNIVERSITY,,Large,,2100209140,East Midlands ERDF Competitiveness OP,LE1 9BH,"14,530.91",
Communities & Local Government,DCLG,25/10/2011,Work In Progress Pre-Cert 40373 Spend,Neighbourhoods,LEICS AFRICAN CARIBBEAN BUSINESS AS,,Small,,2100209137,East Midlands ERDF Competitiveness OP,LE2 0GU,"10,632.72",
Communities & Local Government,DCLG,25/10/2011,Work In Progress Pre-Cert 40373 Spend,Neighbourhoods,LINCOLN BUSINESS IMPROVEMENT GROUP,,Small,,2100209134,East Midlands ERDF Competitiveness OP,LN2 1HA,"24,364.00",
Communities & Local Government,DCLG,25/10/2011,Work In Progress Pre-Cert 40373 Spend,Neighbourhoods,SKILLS FOR ENTERPRISE LTD,,Small,,2100209133,East Midlands ERDF Competitiveness OP,LE1 1QA,"15,233.70",
Communities & Local Government,DCLG,25/10/2011,Work In Progress Pre-Cert 40373 Spend,Neighbourhoods,NOTTINGHAM UNIVERSITY,,Large,,2100209138,East Midlands ERDF Competitiveness OP,NG7 2RD,"28,003.78",
Communities & Local Government,DCLG,25/10/2011,Work In Progress Pre-Cert 40373 Spend,Neighbourhoods,EAST OF ENGLAND DEVELOPMENT AGENCY,,,,2100209151,East of England ERDF programme,CB24 9LQ,"392,591.47",
Communities & Local Government,DCLG,25/10/2011,Work In Progress Pre-Cert 40373 Spend,Neighbourhoods,EAST OF ENGLAND DEVELOPMENT AGENCY,,,,2100209152,East of England ERDF programme,CB24 9LQ,"875,764.15",
Communities & Local Government,DCLG,25/10/2011,Work In Progress Pre-Cert 40373 Spend,Neighbourhoods,EAST OF ENGLAND SHA,,Large,,2100209148,East of England ERDF programme,WF3 1WE,"87,606.71",
Communities & Local Government,DCLG,25/10/2011,Work In Progress Pre-Cert 40373 Spend,Neighbourhoods,BUSINESS LINK EAST,,,,2100209149,East of England ERDF programme,AL10 9NE,"59,541.90",
Communities & Local Government,DCLG,25/10/2011,Work In Progress Pre-Cert 40373 Spend,Neighbourhoods,THEATRE RESOURCE,,,,2100209150,East of England ERDF programme,CM5 0AD,"6,879.77",
Communities & Local Government,DCLG,25/10/2011,Work In Progress Pre-Cert 40467 Spend,Neighbourhoods,LINCOLN BUSINESS IMPROVEMENT GROUP,,Small,,2100209134,East Midlands ERDF Competitiveness OP,LN2 1HA,"4,187.50",
Communities & Local Government,DCLG,25/10/2011,Work In Progress Pre-Cert 40467 Spend,Neighbourhoods,NOTTINGHAM UNIVERSITY,,Large,,2100209138,East Midlands ERDF Competitiveness OP,NG7 2RD,"67,979.20",
Communities & Local Government,DCLG,25/10/2011,Work In Progress Pre-Cert 40467 Spend,Neighbourhoods,EAST OF ENGLAND DEVELOPMENT AGENCY,,,,2100209151,East of England ERDF programme,CB24 9LQ,"320,681.74",
Communities & Local Government,DCLG,25/10/2011,Legal Fees,Finance & Corporate Services,TREASURY SOLICITOR,,,,2100209124,LEGAL FEES (ADVERSE COSTS) REF: Q100933A/EZM/B5,WC2B 4TS,"20,000.00",
Communities & Local Government,DCLG,25/10/2011,Office Supplies,Neighbourhoods,BANNER BUSINESS SUPPLIES LTD,,Large,,5106170145,BANNER CLOSED LOOP PAPER A4 80gsm,NR3 1PD,272.15,
Communities & Local Government,DCLG,25/10/2011,Publishing,Finance & Corporate Services,STATIONERY OFFICE LTD,,Large,,2100209204,Command paper - print and distribute,NR3 1PD,-962.72,
Communities & Local Government,DCLG,25/10/2011,Publishing,Finance & Corporate Services,STATIONERY OFFICE LTD,,Large,,5106170222,Command paper - print and distribute,NR3 1PD,640.00,
Communities & Local Government,DCLG,25/10/2011,Publishing,Finance & Corporate Services,STATIONERY OFFICE LTD,,Large,,5106170244,Command paper - print and distribute,NR3 1PD,962.72,
Communities & Local Government,DCLG,25/10/2011,Training,Finance & Corporate Services,OFFICE FOR NATIONAL STATISTICS,,Large,,5106170217,GSS Statistical Foundations Course,NP10 8XG,"1,000.00",
Communities & Local Government,DCLG,25/10/2011,Training,Finance & Corporate Services,OFFICE FOR NATIONAL STATISTICS,,Large,,5106170220,GSS Statistical Foundations Course,NP10 8XG,"1,000.00",
Communities & Local Government,DCLG,25/10/2011,Training,Finance & Corporate Services,BIRKBECK COLLEGE,,Large,,2300001791,duplicate payment,WC1E 7HX,"-2,502.00",
Communities & Local Government,DCLG,25/10/2011,Training,Finance & Corporate Services,QT&C LTD,,Small,,5106170216,Certificate in Freedom of Information,MK43 0BT,"1,365.00",
Communities & Local Government,DCLG,25/10/2011,Vehicle Maintenance,Localism,JOHN DENNIS COACHBUILDERS LTD,,Medium,,5106037546,"Annual Servicing of USAR, MDD & MDR",GU1 1RR,"1,990.73",
Communities & Local Government,DCLG,25/10/2011,Vehicle Maintenance,Localism,JOHN DENNIS COACHBUILDERS LTD,,Medium,,5106038038,Repairs to USAR and MD Modules,GU1 1RR,"1,002.65",
Communities & Local Government,DCLG,25/10/2011,Vehicle Maintenance,Localism,JOHN DENNIS COACHBUILDERS LTD,,Medium,,5106040532,Repairs to USAR and MD Modules,GU1 1RR,"-1,893.51",
Communities & Local Government,DCLG,25/10/2011,Vehicle Maintenance,Localism,JOHN DENNIS COACHBUILDERS LTD,,Medium,,5106066224,Repairs to USAR and MD Modules,GU1 1RR,726.02,
Communities & Local Government,DCLG,25/10/2011,Vehicle Maintenance,Localism,JOHN DENNIS COACHBUILDERS LTD,,Medium,,5106170240,Repairs to USAR and MD Modules,GU1 1RR,-726.02,
Communities & Local Government,DCLG,25/10/2011,Vehicle Maintenance,Localism,JOHN DENNIS COACHBUILDERS LTD,,Medium,,5106170262,Repairs & replacement parts for modules,GU1 1RR,"2,600.26",
Communities & Local Government,DCLG,25/10/2011,Cap Grants to Local Authorities (DEL),Neighbourhoods,LONDON BOROUGH HACKNEY,,Large,,2100209127,Contribution to Olympics Public Realm claim 2,E8 4RU,"1,402,135.00",Yes
Communities & Local Government,DCLG,25/10/2011,Telephone call costs,Finance & Corporate Services,DAMOVO UK LTD,,Large,,5106170238,Telephony Charges,RH12 4QP,"1,245.65",
Communities & Local Government,DCLG,25/10/2011,Telecoms equipment (non-capitalised),Localism,AIRWAVE SOLUTIONS LTD,,Large,,5106170235,Phase A England 2011/12,SL1 2EJ,"1,137,497.35",
Communities & Local Government,DCLG,25/10/2011,Telecoms equipment (non-capitalised),Localism,AIRWAVE SOLUTIONS LTD,,Large,,5106170236,Phase B Scotland 2011/12,SL1 2EJ,"22,605.96",
Communities & Local Government,DCLG,25/10/2011,Telecoms equipment (non-capitalised),Finance & Corporate Services,DAMOVO UK LTD,,Large,,5106170242,Telephony - 8 new sites,RH12 4QP,"26,173.36",
Communities & Local Government,DCLG,25/10/2011,Office machinery consumables,Neighbourhoods,BANNER BUSINESS SUPPLIES LTD,,Large,,5106170145,ENVISAGE HP 4200 TONER,NR3 1PD,127.85,
Communities & Local Government,DCLG,25/10/2011,Office machinery consumables,Neighbourhoods,BANNER BUSINESS SUPPLIES LTD,,Large,,5106170145,ENVISAGE LASER TONER HP 4250 Q5942A,NR3 1PD,113.50,
Communities & Local Government,DCLG,25/10/2011,Office machinery consumables,Neighbourhoods,BANNER BUSINESS SUPPLIES LTD,,Large,,5106170145,HP LASERJET 4200 MAINTENANCE KIT,NR3 1PD,244.18,
Communities & Local Government,DCLG,26/10/2011,Agency Staff,Localism,CAPITA RESOURCING LTD,,Large,,5106170250,Conractor LGA Advisor,SL6 1DP,"2,316.60",
Communities & Local Government,DCLG,26/10/2011,Agency Staff,Neighbourhoods,CAPITA RESOURCING LTD,,Large,,5106170251,DayRate ERREG2 Seas-Territorial,SL6 1DP,"1,044.00",
Communities & Local Government,DCLG,26/10/2011,Agency Staff,Neighbourhoods,CAPITA RESOURCING LTD,,Large,,5106170253,HRA Reform Adviser,SL6 1DP,965.26,
Communities & Local Government,DCLG,26/10/2011,Agency Staff,Neighbourhoods,CAPITA RESOURCING LTD,,Large,,5106170256,DayRate INTERREG 2Seas-Territorial Facil,SL6 1DP,"2,198.92",
Communities & Local Government,DCLG,26/10/2011,Agency Staff,Neighbourhoods,CAPITA RESOURCING LTD,,Large,,5106170256,Expenses INTERREG 2Seas-Territorial Faci,SL6 1DP,181.69,
Communities & Local Government,DCLG,26/10/2011,Agency Staff,Finance & Corporate Services,REED SPECIALIST RECRUITMENT LTD,,Large,,5106170274,Temp electoral claims,NN1 1UE,450.06,
Communities & Local Government,DCLG,26/10/2011,Agency Staff,Finance & Corporate Services,CAPITA RESOURCING LTD,,Large,,5106170249,Contractor Internal Audit,SL6 1DP,"1,788.48",
Communities & Local Government,DCLG,26/10/2011,Agency Staff,Finance & Corporate Services,CAPITA RESOURCING LTD,,Large,,5106170252,Contractor Internal Audit,SL6 1DP,"1,863.00",
Communities & Local Government,DCLG,26/10/2011,Agency Staff,Finance & Corporate Services,CAPITA RESOURCING LTD,,Large,,5106170254,Contractor Internal Audit,SL6 1DP,"1,794.72",
Communities & Local Government,DCLG,26/10/2011,Agency Staff,Finance & Corporate Services,CAPITA RESOURCING LTD,,Large,,5106170254,Contractor Internal Audit Expenses,SL6 1DP,42.56,
Communities & Local Government,DCLG,26/10/2011,Agency Staff,Finance & Corporate Services,CAPITA RESOURCING LTD,,Large,,5106170257,ICT Contractor,SL6 1DP,"1,552.50",
Communities & Local Government,DCLG,26/10/2011,Catering,Localism,ST ERMINS HOTEL,,Medium,,5106170280,National Strategic Advisers Event 11-12 Oct 11,SW1H 0QW,"1,200.00",
Communities & Local Government,DCLG,26/10/2011,Fixed Maintenance,Localism,VT FLAGSHIP INFRASTRUCTURE,,Large,,2300001786,Credit memo paid as an invoice in error,BS3 2HQ,"-46,360.32",
Communities & Local Government,DCLG,26/10/2011,Office Supplies,Finance & Corporate Services,TAURUS PRINT & DESIGN LTD,,Small,,5106170268,Open File Cover (yellow) FED 1324,KT14 7LF,"2,730.24",
Communities & Local Government,DCLG,26/10/2011,Current Grants to Non Profit Bodies,Localism,HOUSING ASSOC CHARITABLE TRUST,Yes,Small,,2100209139,Payment of Empowerment Fund - Oct 2011 to March 12,EC1Y 8ST,"50,000.00",Yes
Communities & Local Government,DCLG,26/10/2011,Current Grants to Non Profit Bodies,Localism,R S A,Yes,Medium,,2100209132,Payment of Empowerment Fund - Oct 2011 to March 12,WC2N 6EZ,"50,000.00",Yes
Communities & Local Government,DCLG,26/10/2011,Current Grants to Non Profit Bodies,Localism,CHURCH ACTION ON POVERTY,Yes,Small,,2100209128,Support Participatory Budgeting in Eng Q2,M1 2HF,"37,500.00",Yes
Communities & Local Government,DCLG,26/10/2011,Current Grants to Non Profit Bodies,Localism,MEDIA TRUST,Yes,Medium,,2100209141,Payment of Empowerment Fund - Oct 2011 to March 12,SW1P 4RR,"50,000.00",Yes
Communities & Local Government,DCLG,26/10/2011,Current Grants to Non Profit Bodies,Localism,COMMUNITY MATTERS,Yes,Small,,2100209136,Payment of Empowerment Fund - Oct 2011 to March 12,N1 9LL,"50,000.00",Yes
Communities & Local Government,DCLG,26/10/2011,Current Grants to Non Profit Bodies,Localism,OPERATION BLACK VOTE,Yes,,,2100209143,Payment of Empowerment Fund - Oct 2011 to March 12,E2 9PB,"40,000.00",Yes
Communities & Local Government,DCLG,26/10/2011,Current Grants to Non Profit Bodies,Localism,OXFAM,Yes,Large,,2100209144,Payment of Empowerment Fund - Oct 2011 to March 12,OX4 2JY,"50,000.00",Yes
Communities & Local Government,DCLG,26/10/2011,Current Grants to Non Profit Bodies,Localism,SOCIAL FIRMS UK,Yes,Small,,2100209145,Payment of Empowerment Fund - Oct 2011 to March 12,RH1 6PZ,"40,000.00",Yes
Communities & Local Government,DCLG,26/10/2011,Office Machinery (<£5000),Finance & Corporate Services,DANWOOD GROUP LTD,,Large,,5106170292,20%ASD Copier Rental - Konica C450  2,LN6 3DG,942.12,
Communities & Local Government,DCLG,26/10/2011,Current (non AEF) Grants to Local Authorities,Neighbourhoods,NORTHUMBERLAND CC,,Large,,2100209130,Refund of Pensions Liabilities 11/12,NE61 2EF,"10,153.48",Yes
Communities & Local Government,DCLG,26/10/2011,Water,Localism,SEVERN TRENT WATER LTD,,Large,,5106170282,ACC -WM RCC Water Charges,CV3 9FL,519.30,
Communities & Local Government,DCLG,26/10/2011,Publications,Finance & Corporate Services,JONES YARRELL LEADENHALL LTD,,Large,,5106170258,Annual Magazine/Newspaper costs - Comms,E3 3JH,729.76,
Communities & Local Government,DCLG,26/10/2011,Publishing,Finance & Corporate Services,TUDORSEED LIMITED,,,,5106170269,typesetting Cm8183,EC2A 2DX,490.00,
Communities & Local Government,DCLG,26/10/2011,Publishing,Finance & Corporate Services,TUDORSEED LIMITED,,,,5106170278,typesetting community budgets prospectus,EC2A 2DX,655.00,
Communities & Local Government,DCLG,26/10/2011,Rates,Localism,FAREHAM BC,,Large,,5106170266,SE RCC Rates 11/12,PO16 7PU,"4,330.00",
Communities & Local Government,DCLG,26/10/2011,Rates,Localism,WAKEFIELD MDC,,,,5106170263,H1194 Y&H Rates 11-12 non domestic,WF1 2QP,"4,330.00",
Communities & Local Government,DCLG,26/10/2011,Rates,Localism,WOLVERHAMPTON CITY COUNCIL,,Large,,5106170264,WM Rates 2011/2012,WV1 1RP,"4,330.00",
Communities & Local Government,DCLG,26/10/2011,Rates,Localism,TAUNTON DEANE BOROUGH COUNCIL,,,,5106170261,H1196 SW RCC Rates 11-12,TA1 1YG,"5,413.00",
Communities & Local Government,DCLG,26/10/2011,Training,Finance & Corporate Services,NATIONAL COUNCIL FOR VOL ORGS,,Medium,,5106170272,Voluntary Sector Work Shadowing,N1 9RL,"5,000.00",
Communities & Local Government,DCLG,26/10/2011,Vehicle hire,Finance & Corporate Services,GOVERNMENT CAR & DESPATCH AGENCY,,,,5106170248,Ministerial Cars,SW8 5AX,919.62,
Communities & Local Government,DCLG,26/10/2011,Office machinery consumables,Neighbourhoods,BANNER BUSINESS SUPPLIES LTD,,Large,,5106170125,ENVISAGE HP LASERJET 5500 12k CYAN,NR3 1PD,123.98,
Communities & Local Government,DCLG,26/10/2011,Office machinery consumables,Neighbourhoods,BANNER BUSINESS SUPPLIES LTD,,Large,,5106170125,ENVISAGE HP LASERJET 5500 12k YE,NR3 1PD,247.97,
Communities & Local Government,DCLG,26/10/2011,Office machinery consumables,Neighbourhoods,BANNER BUSINESS SUPPLIES LTD,,Large,,5106170125,ENVISAGE LASER TONER HP 4250 HC BK,NR3 1PD,380.33,
Communities & Local Government,DCLG,26/10/2011,Office machinery consumables,Finance & Corporate Services,BANNER BUSINESS SUPPLIES LTD,,Large,,5106169864,ENVISAGE HP LASERJET 5500 12k CYAN,NR3 1PD,123.98,
Communities & Local Government,DCLG,26/10/2011,Office machinery consumables,Finance & Corporate Services,BANNER BUSINESS SUPPLIES LTD,,Large,,5106169864,ENVISAGE HP LASERJET 5500 12k MA,NR3 1PD,123.98,
Communities & Local Government,DCLG,26/10/2011,Office machinery consumables,Finance & Corporate Services,BANNER BUSINESS SUPPLIES LTD,,Large,,5106169864,ENVISAGE HP LASERJET 5500 12k YE,NR3 1PD,123.98,
Communities & Local Government,DCLG,26/10/2011,Office machinery consumables,Finance & Corporate Services,BANNER BUSINESS SUPPLIES LTD,,Large,,5106169864,ENVISAGE HP LJ 4200 TONER Q1338A,NR3 1PD,70.74,
Communities & Local Government,DCLG,26/10/2011,Office machinery consumables,Finance & Corporate Services,BANNER BUSINESS SUPPLIES LTD,,Large,,5106169864,ENVISAGE TONER CART FOR HP5500 BK,NR3 1PD,112.37,
Communities & Local Government,DCLG,26/10/2011,IT - Service Contracts,Neighbourhoods,STERIA LIMITED,,Large,,5106170150,Supporting People HUB Local Systems data,M14 0WN,"104,728.80",
Communities & Local Government,DCLG,26/10/2011,Grant in Aid to NDPBs (non budget),Neighbourhoods,HOMES & COMMUNITIES AGENCY,,,,2100209209,Support for Housing and Regeneration,NE11 0NA,"64,167,170.00",Yes
Communities & Local Government,DCLG,26/10/2011,Grant in Aid to NDPBs (non budget),Neighbourhoods,TENANT SERVICES AUTHORIT Y,,Medium,,2100209210,Regulation of the social housing sector,W1T 7BN,"400,000.00",Yes
Communities & Local Government,DCLG,26/10/2011,Steady State Service Provision,Neighbourhoods,HAMMONDS,,Large,,5106170284,Legal Administration for Coalfields EF,LS3 1ES,604.50,
Communities & Local Government,DCLG,26/10/2011,LA General GLA  Grant Payable,Strategic Performance Team,GREATER LONDON AUTHORITY,,Large,,2100209034,Running Costs,SE10 1AP,"2,642,000.00",Yes
Communities & Local Government,DCLG,26/10/2011,Housing Revenue Account Surplus,Neighbourhoods,NOTTINGHAM CITY COUNCIL,,,,5000177312,Overpayment of Grant recovered by Exchequer,NG1 3NG,"-3,179,104.00",Yes
Communities & Local Government,DCLG,26/10/2011,Housing Revenue Account Surplus,Neighbourhoods,ROTHERHAM MBC,,,,5000177328,Overpayment of Grant recovered by Exchequer,S65 1UF,"-465,088.00",Yes
Communities & Local Government,DCLG,27/10/2011,Work In Progress Pre-Cert 40373 Spend,Neighbourhoods,BUSINES & ENTERPRISE NORTH EAST,,,,2100209259,North East ERDF Programme,SR7 7TT,"40,786.10",
Communities & Local Government,DCLG,27/10/2011,Work In Progress Pre-Cert 40373 Spend,Neighbourhoods,CENTRE FOR PROCESS INNOVATION,,,,2100209261,North East ERDF Programme,TS10 4RF,"40,436.06",
Communities & Local Government,DCLG,27/10/2011,Work In Progress Pre-Cert 40373 Spend,Neighbourhoods,TWI,,Large,,2100209260,North East ERDF Programme,CB21 6AL,"98,405.30",
Communities & Local Government,DCLG,27/10/2011,Work In Progress Pre-Cert 40373 Spend,Neighbourhoods,COVENTRY UNIVERSITY ENTERPRISES LTD,,Medium,,2100209255,West Midlands ERDF Programme,CV1 2TT,"10,494.92",
Communities & Local Government,DCLG,27/10/2011,Work In Progress Pre-Cert 40373 Spend,Neighbourhoods,COVENTRY UNIVERSITY ENTERPRISES LTD,,Medium,,2100209256,West Midlands ERDF Programme,CV1 2TT,"16,542.48",
Communities & Local Government,DCLG,27/10/2011,Work In Progress Pre-Cert 40373 Spend,Neighbourhoods,WEST MIDS MANUFACTURING CONSORTIUM,,Small,,2100209246,West Midlands ERDF Programme,WV10 9TG,"48,019.20",
Communities & Local Government,DCLG,27/10/2011,Work In Progress Pre-Cert 40373 Spend,Neighbourhoods,WEST MIDLANDS EUROPEAN NETWORK,,Small,,2100209247,West Midlands ERDF Programme,B5 5SL,"10,350.01",
